'time 1'	em1
3630.78	-17.7253
3630.78	-17.518
3630.78	-17.4226
3630.78	-17.5213
3630.78	-17.6727
3630.78	-17.4686
3630.78	-17.2547
3630.78	-17.3107
3630.79	-17.3173
3630.79	-17.3864
3630.79	-17.416
3630.79	-17.5641
3630.79	-17.5542
3630.79	-17.7187
3630.79	-17.9063
3630.79	-18.107
3630.79	-18.2386
3630.79	-18.0379
3630.8	-17.7779
3630.8	-17.9194
3630.8	-18.0807
3630.8	-18.1827
3630.8	-18.367
3630.8	-18.2386
3630.8	-18.2024
3630.8	-17.88
3630.8	-18.0708
3630.8	-18.2189
3630.81	-18.4262
3630.81	-18.6401
3630.81	-18.6565
3630.81	-18.6368
3630.81	-18.7092
3630.81	-18.8869
3630.81	-18.696
3630.81	-18.7651
3630.81	-18.7191
3630.81	-18.5282
3630.82	-18.5381
3630.82	-18.5776
3630.82	-18.3834
3630.82	-18.3571
3630.82	-18.3242
3630.82	-18.5545
3630.82	-18.7059
3630.82	-18.8671
3630.82	-18.9198
3630.82	-18.9527
3630.83	-18.8671
3630.83	-18.8638
3630.83	-18.7092
3630.83	-18.5907
3630.83	-18.515
3630.83	-18.5479
3630.83	-18.4591
3630.83	-18.5644
3630.83	-18.5348
3630.83	-18.7059
3630.84	-18.8079
3630.84	-18.8606
3630.84	-18.8935
3630.84	-18.9823
3630.84	-18.8967
3630.84	-18.9494
3630.84	-18.9988
3630.84	-19.0942
3630.84	-19.1896
3630.84	-19.0843
3630.85	-18.9264
3630.85	-19.0613
3630.85	-19.0382
3630.85	-19.1435
3630.85	-19.3081
3630.85	-19.2521
3630.85	-19.2094
3630.85	-19.1534
3630.85	-19.1468
3630.85	-19.285
3630.86	-19.387
3630.86	-19.4759
3630.86	-19.6503
3630.86	-19.7457
3630.86	-19.6997
3630.86	-19.7424
3630.86	-19.7293
3630.86	-19.4956
3630.86	-19.4134
3630.86	-19.4463
3630.87	-19.2817
3630.87	-19.2028
3630.87	-19.2488
3630.87	-19.4989
3630.87	-19.3114
3630.87	-19.6865
3630.87	-19.9103
3630.87	-20.0057
3630.87	-20.1208
3630.87	-20.3709
3630.88	-20.6276
3630.88	-20.7395
3630.88	-20.6408
3630.88	-20.4598
3630.88	-20.3545
3630.88	-20.292
3630.88	-20.3314
3630.88	-20.338
3630.88	-20.4137
3630.88	-20.4466
3630.89	-20.5058
3630.89	-20.4137
3630.89	-20.5091
3630.89	-20.6737
3630.89	-20.8678
3630.89	-20.8678
3630.89	-21.0554
3630.89	-20.9961
3630.89	-21.0258
3630.89	-20.8974
3630.9	-20.7625
3630.9	-20.7954
3630.9	-20.7658
3630.9	-20.7099
3630.9	-20.8382
3630.9	-21.0389
3630.9	-21.062
3630.9	-21.0587
3630.9	-21.164
3630.9	-21.2758
3630.91	-21.3647
3630.91	-21.3779
3630.91	-21.5687
3630.91	-21.8023
3630.91	-21.9208
3630.91	-21.9109
3630.91	-21.7596
3630.91	-21.7727
3630.91	-21.5095
3630.91	-21.5128
3630.92	-21.4239
3630.92	-21.4667
3630.92	-21.5029
3630.92	-21.5457
3630.92	-21.4239
3630.92	-21.6806
3630.92	-21.8023
3630.92	-21.9669
3630.92	-22.1084
3630.92	-22.2334
3630.93	-22.3223
3630.93	-22.4901
3630.93	-22.5987
3630.93	-22.1906
3630.93	-22.2828
3630.93	-22.3782
3630.93	-22.342
3630.93	-22.342
3630.93	-22.2334
3630.93	-22.2532
3630.94	-22.2104
3630.94	-22.3025
3630.94	-22.2926
3630.94	-22.4868
3630.94	-22.4605
3630.94	-22.5493
3630.94	-22.6217
3630.94	-22.6513
3630.94	-22.7895
3630.94	-22.7105
3630.95	-22.7138
3630.95	-22.6711
3630.95	-22.7105
3630.95	-22.7007
3630.95	-22.6941
3630.95	-22.7402
3630.95	-22.5723
3630.95	-22.3881
3630.95	-22.9047
3630.95	-23.1581
3630.96	-23.2601
3630.96	-23.2107
3630.96	-23.316
3630.96	-23.4476
3630.96	-23.3621
3630.96	-23.4476
3630.96	-23.3358
3630.96	-23.2765
3630.96	-23.3983
3630.96	-23.214
3630.97	-23.0725
3630.97	-23.2173
3630.97	-23.191
3630.97	-23.1449
3630.97	-23.0429
3630.97	-23.2403
3630.97	-23.2634
3630.97	-23.5299
3630.97	-23.6253
3630.97	-23.8392
3630.98	-23.9346
3630.98	-24.0926
3630.98	-24.1025
3630.98	-23.78
3630.98	-23.8491
3630.98	-23.7635
3630.98	-23.8228
3630.98	-24.063
3630.98	-24.1321
3630.98	-24.1716
3630.99	-24.1979
3630.99	-24.1452
3630.99	-24.1288
3630.99	-24.2604
3630.99	-24.4908
3630.99	-24.754
3630.99	-24.777
3630.99	-24.6981
3630.99	-24.8955
3630.99	-24.6619
3631	-24.5829
3631	-24.777
3631	-24.8067
3631	-24.6684
3631	-24.7211
3631	-24.7178
3631	-24.6125
3631	-24.5105
3631	-24.9087
3631	-25.0271
3631.01	-25.0403
3631.01	-24.9843
3631.01	-25.1555
3631.01	-25.3529
3631.01	-25.2311
3631.01	-25.343
3631.01	-25.2608
3631.01	-25.3266
3631.01	-25.1686
3631.01	-25.2015
3631.02	-25.0929
3631.02	-25.2443
3631.02	-25.1653
3631.02	-25.2246
3631.02	-25.0765
3631.02	-25.297
3631.02	-25.6096
3631.02	-25.7938
3631.02	-25.8695
3631.02	-25.8728
3631.03	-25.9419
3631.03	-26.1657
3631.03	-26.1492
3631.03	-25.9715
3631.03	-26.0999
3631.03	-26.0505
3631.03	-26.0637
3631.03	-26.0077
3631.03	-25.988
3631.03	-25.9814
3631.04	-25.8103
3631.04	-26.0242
3631.04	-26.0999
3631.04	-26.2381
3631.04	-26.3894
3631.04	-26.4651
3631.04	-26.5967
3631.04	-26.8567
3631.04	-26.9587
3631.04	-26.8962
3631.05	-26.8731
3631.05	-26.7975
3631.05	-26.7646
3631.05	-26.6231
3631.05	-26.6395
3631.05	-26.7152
3631.05	-26.8008
3631.05	-26.6165
3631.05	-26.8369
3631.05	-26.9357
3631.06	-26.9521
3631.06	-26.9653
3631.06	-27.166
3631.06	-27.5181
3631.06	-27.4128
3631.06	-27.5049
3631.06	-27.245
3631.06	-27.2219
3631.06	-27.1364
3631.06	-27.2647
3631.07	-27.4062
3631.07	-27.5016
3631.07	-27.528
3631.07	-27.4556
3631.07	-27.268
3631.07	-27.4819
3631.07	-27.5082
3631.07	-27.4984
3631.07	-27.6662
3631.07	-27.8801
3631.08	-27.9031
3631.08	-28.0643
3631.08	-27.9558
3631.08	-27.7452
3631.08	-27.7122
3631.08	-27.8011
3631.08	-27.732
3631.08	-27.7353
3631.08	-27.7484
3631.08	-27.7879
3631.09	-27.8175
3631.09	-27.9196
3631.09	-28.1696
3631.09	-28.1927
3631.09	-28.2519
3631.09	-28.3638
3631.09	-28.4099
3631.09	-28.2585
3631.09	-28.3506
3631.09	-28.2716
3631.1	-28.0643
3631.1	-28.117
3631.1	-28.1005
3631.1	-28.038
3631.1	-28.094
3631.1	-28.298
3631.1	-28.3901
3631.1	-28.196
3631.1	-28.7521
3631.1	-28.8146
3631.11	-28.9627
3631.11	-28.9331
3631.11	-29.17
3631.11	-29.2983
3631.11	-29.3872
3631.11	-29.4003
3631.11	-29.1107
3631.11	-29.0713
3631.11	-28.9396
3631.11	-28.9232
3631.12	-28.7883
3631.12	-28.7587
3631.12	-28.9199
3631.12	-28.9232
3631.12	-28.6172
3631.12	-29.012
3631.12	-29.2062
3631.12	-29.4102
3631.12	-29.5254
3631.12	-29.634
3631.13	-29.6767
3631.13	-29.5714
3631.13	-29.5352
3631.13	-29.453
3631.13	-29.3246
3631.13	-29.3575
3631.13	-29.4727
3631.13	-29.5122
3631.13	-29.2621
3631.13	-29.1733
3631.14	-29.2029
3631.14	-29.3641
3631.14	-29.3312
3631.14	-29.5517
3631.14	-29.578
3631.14	-29.8084
3631.14	-29.9663
3631.14	-30.042
3631.14	-30.065
3631.14	-29.8939
3631.15	-29.9696
3631.15	-29.838
3631.15	-29.9433
3631.15	-29.8939
3631.15	-29.9499
3631.15	-30.0617
3631.15	-29.9893
3631.15	-29.5945
3631.15	-29.838
3631.15	-30.1243
3631.16	-30.1539
3631.16	-30.404
3631.16	-30.4533
3631.16	-30.5685
3631.16	-30.6376
3631.16	-30.5718
3631.16	-30.325
3631.16	-30.2427
3631.16	-30.3941
3631.16	-30.3875
3631.17	-30.4862
3631.17	-30.6014
3631.17	-30.5224
3631.17	-30.3743
3631.17	-30.4204
3631.17	-30.7363
3631.17	-30.8153
3631.17	-30.9272
3631.17	-30.9304
3631.17	-30.8021
3631.18	-30.812
3631.18	-31.0752
3631.18	-31.0917
3631.18	-31.0489
3631.18	-31.0423
3631.18	-31.0752
3631.18	-30.9798
3631.18	-30.8877
3631.18	-30.7922
3631.18	-30.9568
3631.19	-30.835
3631.19	-31.0028
3631.19	-31.1081
3631.19	-31.2496
3631.19	-31.2069
3631.19	-31.4504
3631.19	-31.559
3631.19	-31.7663
3631.19	-31.7696
3631.19	-31.4866
3631.2	-31.2891
3631.2	-31.3352
3631.2	-31.3253
3631.2	-31.3648
3631.2	-31.5129
3631.2	-31.5754
3631.2	-31.3582
3631.2	-31.22
3631.2	-31.4109
3631.2	-31.4931
3631.21	-31.8781
3631.21	-31.9505
3631.21	-32.0723
3631.21	-32.1118
3631.21	-32.3059
3631.21	-32.2533
3631.21	-31.9505
3631.21	-31.9505
3631.21	-31.9143
3631.21	-31.809
3631.22	-31.7235
3631.22	-31.7959
3631.22	-31.9966
3631.22	-31.8781
3631.22	-31.7597
3631.22	-31.8485
3631.22	-31.8189
3631.22	-31.9045
3631.22	-31.9045
3631.22	-32.046
3631.23	-32.0953
3631.23	-32.2401
3631.23	-32.2664
3631.23	-32.1907
3631.23	-32.0953
3631.23	-32.0887
3631.23	-32.0098
3631.23	-32.0493
3631.23	-32.0262
3631.23	-32.046
3631.24	-31.9966
3631.24	-32.1348
3631.24	-32.1973
3631.24	-32.375
3631.24	-32.4968
3631.24	-32.6087
3631.24	-32.5692
3631.24	-32.5363
3631.24	-32.76
3631.24	-32.5198
3631.25	-32.4672
3631.25	-32.5001
3631.25	-32.431
3631.25	-32.2171
3631.25	-32.329
3631.25	-32.3586
3631.25	-32.4178
3631.25	-32.3882
3631.25	-32.6975
3631.25	-32.7567
3631.26	-32.8324
3631.26	-32.9015
3631.26	-33.1812
3631.26	-33.2306
3631.26	-33.1713
3631.26	-33.1384
3631.26	-32.9377
3631.26	-32.9871
3631.26	-32.8884
3631.26	-32.8554
3631.27	-32.9838
3631.27	-33.0233
3631.27	-32.9937
3631.27	-33.0101
3631.27	-32.9542
3631.27	-33.066
3631.27	-33.2701
3631.27	-33.2898
3631.27	-33.3688
3631.27	-33.4774
3631.28	-33.4642
3631.28	-33.609
3631.28	-33.484
3631.28	-33.247
3631.28	-33.1549
3631.28	-33.2602
3631.28	-33.1648
3631.28	-33.1286
3631.28	-33.1615
3631.28	-33.0595
3631.29	-33.0233
3631.29	-33.3359
3631.29	-33.6123
3631.29	-33.6781
3631.29	-33.6485
3631.29	-33.6584
3631.29	-33.7834
3631.29	-33.6682
3631.29	-33.6156
3631.29	-33.3918
3631.3	-33.3721
3631.3	-33.5366
3631.3	-33.7209
3631.3	-33.7735
3631.3	-33.8328
3631.3	-33.7999
3631.3	-33.7867
3631.3	-33.5925
3631.3	-33.7768
3631.3	-33.7768
3631.31	-33.8821
3631.31	-34.1914
3631.31	-34.3395
3631.31	-34.4448
3631.31	-34.5073
3631.31	-34.481
3631.31	-34.4415
3631.31	-34.4251
3631.31	-34.3987
3631.31	-34.3132
3631.32	-34.3362
3631.32	-34.2112
3631.32	-34.1289
3631.32	-34.0763
3631.32	-33.9743
3631.32	-34.1914
3631.32	-34.3461
3631.32	-34.4481
3631.32	-34.3165
3631.32	-34.6126
3631.33	-34.7113
3631.33	-34.7311
3631.33	-34.5633
3631.33	-34.2572
3631.33	-34.1881
3631.33	-34.2441
3631.33	-34.2474
3631.33	-34.096
3631.33	-33.971
3631.33	-33.7702
3631.34	-33.7966
3631.34	-34.0236
3631.34	-34.2803
3631.34	-34.379
3631.34	-34.5139
3631.34	-34.7837
3631.34	-34.7903
3631.34	-34.8331
3631.34	-34.8496
3631.34	-34.6949
3631.35	-34.7212
3631.35	-34.7541
3631.35	-34.8463
3631.35	-34.7508
3631.35	-34.6521
3631.35	-34.5863
3631.35	-34.4711
3631.35	-34.2836
3631.35	-34.6653
3631.35	-34.6192
3631.36	-34.6916
3631.36	-34.685
3631.36	-34.6784
3631.36	-34.7772
3631.36	-34.8364
3631.36	-34.8858
3631.36	-34.6817
3631.36	-34.6817
3631.36	-34.7837
3631.36	-34.8397
3631.37	-34.6159
3631.37	-34.6719
3631.37	-34.7344
3631.37	-34.7278
3631.37	-34.8858
3631.37	-35.0108
3631.37	-34.9943
3631.37	-34.9581
3631.37	-35.0009
3631.37	-35.0832
3631.38	-35.172
3631.38	-35.2115
3631.38	-35.3464
3631.38	-35.2806
3631.38	-35.2576
3631.38	-35.1161
3631.38	-35.047
3631.38	-35.0569
3631.38	-35.1622
3631.38	-35.024
3631.39	-34.8561
3631.39	-35.0174
3631.39	-35.2346
3631.39	-35.3168
3631.39	-35.3662
3631.39	-35.5768
3631.39	-35.8137
3631.39	-35.9618
3631.39	-35.9091
3631.39	-35.7314
3631.4	-35.5307
3631.4	-35.4484
3631.4	-35.4122
3631.4	-35.1358
3631.4	-35.0898
3631.4	-35.2642
3631.4	-35.3234
3631.4	-35.1325
3631.4	-35.5175
3631.4	-35.7117
3631.41	-35.7775
3631.41	-35.6952
3631.41	-35.9355
3631.41	-36.0835
3631.41	-36.0802
3631.41	-36.1559
3631.41	-35.9124
3631.41	-36.1033
3631.41	-36.0901
3631.41	-35.9387
3631.42	-35.8663
3631.42	-35.8598
3631.42	-35.9223
3631.42	-35.9519
3631.42	-35.8861
3631.42	-35.8729
3631.42	-36.0243
3631.42	-36.0375
3631.42	-36.1131
3631.42	-36.281
3631.43	-36.1822
3631.43	-36.0967
3631.43	-36.044
3631.43	-35.9058
3631.43	-35.8729
3631.43	-35.9552
3631.43	-35.8828
3631.43	-35.9058
3631.43	-35.896
3631.43	-35.9618
3631.44	-35.8631
3631.44	-36.1164
3631.44	-36.3172
3631.44	-36.4389
3631.44	-36.5508
3631.44	-36.6199
3631.44	-36.7877
3631.44	-36.5969
3631.44	-36.8371
3631.44	-36.5574
3631.45	-36.383
3631.45	-36.5278
3631.45	-36.3698
3631.45	-36.2612
3631.45	-36.1987
3631.45	-36.2777
3631.45	-36.2843
3631.45	-36.1131
3631.45	-36.2941
3631.45	-36.5014
3631.46	-36.4455
3631.46	-36.4389
3631.46	-36.5442
3631.46	-36.7186
3631.46	-36.666
3631.46	-36.5245
3631.46	-36.304
3631.46	-36.3468
3631.46	-36.5245
3631.46	-36.6791
3631.47	-36.6265
3631.47	-36.485
3631.47	-36.5574
3631.47	-36.4981
3631.47	-36.7055
3631.47	-37.051
3631.47	-37.1168
3631.47	-36.9917
3631.47	-37.051
3631.47	-37.3011
3631.48	-37.3405
3631.48	-37.3372
3631.48	-37.1859
3631.48	-36.9588
3631.48	-36.7746
3631.48	-36.587
3631.48	-36.7417
3631.48	-36.7351
3631.48	-36.7943
3631.48	-36.7384
3631.49	-36.6429
3631.49	-37.0049
3631.49	-37.1234
3631.49	-37.2517
3631.49	-37.4162
3631.49	-37.5446
3631.49	-37.6499
3631.49	-37.6137
3631.49	-37.6433
3631.49	-37.3636
3631.5	-37.2056
3631.5	-37.2978
3631.5	-37.2616
3631.5	-37.1069
3631.5	-37.0608
3631.5	-37.1036
3631.5	-37.0575
3631.5	-36.9621
3631.5	-37.199
3631.5	-37.2649
3631.51	-37.3175
3631.51	-37.4458
3631.51	-37.6564
3631.51	-37.5577
3631.51	-37.5347
3631.51	-37.7025
3631.51	-37.4787
3631.51	-37.4623
3631.51	-37.4327
3631.51	-37.5906
3631.52	-37.5149
3631.52	-37.4458
3631.52	-37.4064
3631.52	-37.5051
3631.52	-37.6663
3631.52	-37.5248
3631.52	-37.4919
3631.52	-37.7091
3631.52	-37.6926
3631.52	-37.7683
3631.53	-38.002
3631.53	-37.9822
3631.53	-37.7453
3631.53	-37.6268
3631.53	-37.7058
3631.53	-37.7519
3631.53	-37.5808
3631.53	-37.584
3631.53	-37.459
3631.53	-37.4129
3631.54	-37.2616
3631.54	-37.4787
3631.54	-37.584
3631.54	-37.6828
3631.54	-37.5742
3631.54	-37.7223
3631.54	-37.8868
3631.54	-37.8045
3631.54	-38.1073
3631.54	-38.0612
3631.55	-37.9658
3631.55	-37.867
3631.55	-37.7946
3631.55	-37.9065
3631.55	-37.821
3631.55	-37.7815
3631.55	-37.6433
3631.55	-37.6597
3631.55	-38.1105
3631.55	-38.1237
3631.56	-38.127
3631.56	-38.1402
3631.56	-38.308
3631.56	-38.3902
3631.56	-38.4955
3631.56	-38.4857
3631.56	-38.3573
3631.56	-38.354
3631.56	-38.3935
3631.56	-38.1303
3631.57	-38.2191
3631.57	-38.1237
3631.57	-38.2553
3631.57	-38.2027
3631.57	-38.2191
3631.57	-38.3573
3631.57	-38.3968
3631.57	-38.5252
3631.57	-38.5811
3631.57	-38.5317
3631.58	-38.7061
3631.58	-38.7325
3631.58	-38.5482
3631.58	-38.4429
3631.58	-38.4791
3631.58	-38.3113
3631.58	-38.2652
3631.58	-38.354
3631.58	-38.2422
3631.58	-38.2093
3631.59	-38.0908
3631.59	-38.3409
3631.59	-38.3211
3631.59	-38.4857
3631.59	-38.6239
3631.59	-38.7752
3631.59	-38.7555
3631.59	-38.6732
3631.59	-38.739
3631.59	-38.387
3631.6	-38.2751
3631.6	-38.4626
3631.6	-38.5087
3631.6	-38.5581
3631.6	-38.6667
3631.6	-38.5778
3631.6	-38.4363
3631.6	-38.3968
3631.6	-38.8443
3631.6	-38.8114
3631.61	-38.8707
3631.61	-38.9529
3631.61	-39.0714
3631.61	-39.1767
3631.61	-39.2228
3631.61	-39.2985
3631.61	-39.2655
3631.61	-39.2886
3631.61	-39.2491
3631.61	-39.1339
3631.62	-39.2425
3631.62	-39.0648
3631.62	-39.0056
3631.62	-38.8345
3631.62	-38.7094
3631.62	-38.8608
3631.62	-39.0582
3631.62	-39.1602
3631.62	-39.1109
3631.62	-39.2853
3631.63	-39.2129
3631.63	-39.1833
3631.63	-39.1537
3631.63	-38.999
3631.63	-38.8509
3631.63	-38.9924
3631.63	-38.7917
3631.63	-38.8016
3631.63	-38.7588
3631.63	-38.7555
3631.64	-38.8411
3631.64	-39.1142
3631.64	-39.0385
3631.64	-39.0813
3631.64	-39.1537
3631.64	-39.2886
3631.64	-39.4037
3631.64	-39.4992
3631.64	-39.5387
3631.64	-39.2623
3631.65	-39.1208
3631.65	-39.1043
3631.65	-38.9562
3631.65	-38.9562
3631.65	-38.8378
3631.65	-38.8871
3631.65	-39.0911
3631.65	-39.0484
3631.65	-39.3314
3631.65	-39.2326
3631.66	-39.1306
3631.66	-39.1635
3631.66	-39.1932
3631.66	-39.1076
3631.66	-39.2359
3631.66	-39.2425
3631.66	-39.1537
3631.66	-39.1866
3631.66	-39.1339
3631.66	-39.1306
3631.67	-39.0846
3631.67	-38.9793
3631.67	-39.0911
3631.67	-39.1932
3631.67	-39.4432
3631.67	-39.6374
3631.67	-39.4531
3631.67	-39.4235
3631.67	-39.565
3631.67	-39.8085
3631.68	-39.7394
3631.68	-39.746
3631.68	-39.7131
3631.68	-39.5156
3631.68	-39.5518
3631.68	-39.2985
3631.68	-39.1504
3631.68	-39.2919
3631.68	-39.2721
3631.68	-39.1372
3631.69	-38.9858
3631.69	-39.2129
3631.69	-39.2688
3631.69	-39.2952
3631.69	-39.3412
3631.69	-39.2886
3631.69	-39.5189
3631.69	-39.486
3631.69	-39.6275
3631.69	-39.4794
3631.7	-39.407
3631.7	-39.4498
3631.7	-39.4663
3631.7	-39.4399
3631.7	-39.3445
3631.7	-39.3544
3631.7	-39.2063
3631.7	-39.1438
3631.7	-39.1208
3631.7	-39.1635
3631.71	-39.1537
3631.71	-39.2787
3631.71	-39.3643
3631.71	-39.3807
3631.71	-39.588
3631.71	-39.4202
3631.71	-39.4169
3631.71	-39.3906
3631.71	-39.4235
3631.71	-39.3873
3631.72	-39.2557
3631.72	-39.2261
3631.72	-39.282
3631.72	-39.3182
3631.72	-39.305
3631.72	-39.4531
3631.72	-39.4235
3631.72	-39.5913
3631.72	-39.7394
3631.72	-39.7526
3631.73	-39.7131
3631.73	-39.7098
3631.73	-39.4367
3631.73	-39.3314
3631.73	-39.2195
3631.73	-39.1734
3631.73	-39.2886
3631.73	-39.1273
3631.73	-39.0846
3631.73	-38.9694
3631.74	-38.7325
3631.74	-39.1339
3631.74	-39.2853
3631.74	-39.4761
3631.74	-39.5255
3631.74	-39.4959
3631.74	-39.7131
3631.74	-39.5847
3631.74	-39.3643
3631.74	-39.1899
3631.75	-39.1175
3631.75	-39.2129
3631.75	-39.18
3631.75	-39.1964
3631.75	-39.2623
3631.75	-39.2853
3631.75	-39.0418
3631.75	-39.0747
3631.75	-39.259
3631.75	-39.2853
3631.76	-39.3478
3631.76	-39.6802
3631.76	-39.8513
3631.76	-39.8908
3631.76	-39.8085
3631.76	-39.8644
3631.76	-39.6242
3631.76	-39.5782
3631.76	-39.5189
3631.76	-39.3807
3631.77	-39.2787
3631.77	-38.9299
3631.77	-39.0253
3631.77	-39.0122
3631.77	-39.2491
3631.77	-39.4663
3631.77	-39.542
3631.77	-39.69
3631.77	-39.7328
3631.77	-39.69
3631.78	-39.8282
3631.78	-39.9368
3631.78	-39.6933
3631.78	-39.7394
3631.78	-39.5847
3631.78	-39.6867
3631.78	-39.5518
3631.78	-39.4992
3631.78	-39.3807
3631.78	-39.3807
3631.79	-39.4597
3631.79	-39.6242
3631.79	-39.4893
3631.79	-39.4597
3631.79	-39.5847
3631.79	-39.6078
3631.79	-39.6933
3631.79	-39.6407
3631.79	-39.871
3631.79	-39.7361
3631.8	-39.6867
3631.8	-39.6242
3631.8	-39.509
3631.8	-39.4926
3631.8	-39.3379
3631.8	-39.407
3631.8	-39.3412
3631.8	-39.3412
3631.8	-39.6538
3631.8	-39.7427
3631.81	-39.6867
3631.81	-39.8513
3631.81	-39.8677
3631.81	-39.973
3631.81	-39.9796
3631.81	-39.8052
3631.81	-39.7065
3631.81	-39.6736
3631.81	-39.7328
3631.81	-39.6769
3631.82	-39.7098
3631.82	-39.7065
3631.82	-39.6736
3631.82	-39.384
3631.82	-39.6308
3631.82	-39.5716
3631.82	-39.5189
3631.82	-39.6176
3631.82	-39.7262
3631.82	-39.9434
3631.83	-39.8282
3631.83	-39.7427
3631.83	-39.6176
3631.83	-39.4663
3631.83	-39.4761
3631.83	-39.3412
3631.83	-39.407
3631.83	-39.3807
3631.83	-39.4597
3631.83	-39.4103
3631.84	-39.384
3631.84	-39.5847
3631.84	-39.6209
3631.84	-39.6143
3631.84	-39.5452
3631.84	-39.8743
3631.84	-39.8973
3631.84	-39.9006
3631.84	-39.9895
3631.84	-39.7657
3631.85	-39.8381
3631.85	-39.8973
3631.85	-39.5485
3631.85	-39.5189
3631.85	-39.4334
3631.85	-39.5617
3631.85	-39.5617
3631.85	-39.5683
3631.85	-39.667
3631.85	-39.5518
3631.86	-39.6604
3631.86	-39.9434
3631.86	-40.0257
3631.86	-40.1902
3631.86	-40.1606
3631.86	-40.0224
3631.86	-39.9105
3631.86	-39.6275
3631.86	-39.5584
3631.86	-39.3544
3631.87	-39.407
3631.87	-39.4992
3631.87	-39.5123
3631.87	-39.3346
3631.87	-39.6275
3631.87	-39.6867
3631.87	-39.8151
3631.87	-39.9434
3631.87	-40.154
3631.87	-40.029
3631.88	-40.1079
3631.88	-40.2692
3631.88	-40.2922
3631.88	-40.3646
3631.88	-40.1573
3631.88	-40.0355
3631.88	-40.0355
3631.88	-40.0783
3631.88	-39.9796
3631.88	-39.8019
3631.89	-39.6835
3631.89	-39.8743
3631.89	-39.8611
3631.89	-39.95
3631.89	-39.9829
3631.89	-39.9796
3631.89	-40.1672
3631.89	-40.0849
3631.89	-40.1606
3631.89	-40.0158
3631.9	-39.9138
3631.9	-40.0158
3631.9	-39.927
3631.9	-39.848
3631.9	-39.7822
3631.9	-39.8019
3631.9	-39.7493
3631.9	-39.6308
3631.9	-39.8184
3631.9	-40.0125
3631.91	-40.1343
3631.91	-40.2725
3631.91	-40.414
3631.91	-40.358
3631.91	-40.4535
3631.91	-40.2527
3631.91	-40.1639
3631.91	-40.2067
3631.91	-40.2494
3631.91	-40.2001
3631.92	-39.973
3631.92	-39.9237
3631.92	-39.8217
3631.92	-39.8085
3631.92	-39.8809
3631.92	-39.8217
3631.92	-40.1705
3631.92	-40.154
3631.92	-40.3712
3631.92	-40.4798
3631.93	-40.3514
3631.93	-40.4403
3631.93	-40.0915
3631.93	-40.0553
3631.93	-40.0323
3631.93	-40.1935
3631.93	-40.2659
3631.93	-40.1441
3631.93	-40.1178
3631.93	-40.0915
3631.94	-40.0059
3631.94	-40.2429
3631.94	-40.4502
3631.94	-40.4995
3631.94	-40.5423
3631.94	-40.7167
3631.94	-40.8615
3631.94	-40.9865
3631.94	-41.1313
3631.94	-40.9767
3631.95	-40.7496
3631.95	-40.8812
3631.95	-40.8055
3631.95	-40.7628
3631.95	-40.6542
3631.95	-40.6805
3631.95	-40.5686
3631.95	-40.4699
3631.95	-40.5291
3631.95	-40.5489
3631.96	-40.5028
3631.96	-40.5028
3631.96	-40.6904
3631.96	-40.9273
3631.96	-40.9734
3631.96	-40.6673
3631.96	-40.4995
3631.96	-40.3021
3631.96	-40.3087
3631.96	-40.2396
3631.97	-40.154
3631.97	-40.154
3631.97	-40.0882
3631.97	-39.9566
3631.97	-40.2001
3631.97	-40.154
3631.97	-40.2132
3631.97	-40.516
3631.97	-40.8023
3631.97	-40.9339
3631.98	-40.8747
3631.98	-40.9174
3631.98	-40.4929
3631.98	-40.5061
3631.98	-40.4765
3631.98	-40.2198
3631.98	-40.1705
3631.98	-40.1244
3631.98	-40.3087
3631.98	-40.1606
3631.99	-40.0981
3631.99	-40.358
3631.99	-40.414
3631.99	-40.4995
3631.99	-40.5719
3631.99	-40.8121
3631.99	-40.8714
3631.99	-40.7529
3631.99	-40.7628
3631.99	-40.4995
3632	-40.562
3632	-40.5258
3632	-40.4929
3632	-40.4633
3632	-40.3679
3632	-40.437
3632	-40.3152
3632	-40.0948
3632	-40.1968
3632	-40.4074
3632.01	-40.3613
3632.01	-40.6377
3632.01	-40.6739
3632.01	-40.6311
3632.01	-40.799
3632.01	-40.9273
3632.01	-40.697
3632.01	-40.4238
3632.01	-40.335
3632.01	-40.4436
3632.02	-40.3054
3632.02	-40.1112
3632.02	-40.1014
3632.02	-40.0619
3632.02	-40.2527
3632.02	-40.3712
3632.02	-40.6443
3632.02	-40.6904
3632.02	-40.6871
3632.02	-40.743
3632.03	-40.8648
3632.03	-40.98
3632.03	-40.8878
3632.03	-40.5653
3632.03	-40.437
3632.03	-40.562
3632.03	-40.743
3632.03	-40.5917
3632.03	-40.539
3632.03	-40.4995
3632.04	-40.4666
3632.04	-40.6246
3632.04	-40.7167
3632.04	-40.7463
3632.04	-40.7726
3632.04	-40.947
3632.04	-40.9405
3632.04	-41.1017
3632.04	-41.0885
3632.04	-40.9438
3632.05	-40.9569
3632.05	-40.9931
3632.05	-40.9536
3632.05	-40.8845
3632.05	-40.8417
3632.05	-40.9931
3632.05	-40.7529
3632.05	-40.6937
3632.05	-40.8088
3632.05	-40.7891
3632.06	-40.6641
3632.06	-40.901
3632.06	-41.128
3632.06	-41.1412
3632.06	-41.026
3632.06	-40.8582
3632.06	-40.4995
3632.06	-40.562
3632.06	-40.5193
3632.06	-40.4337
