'time 1'	em1
3638.19	-37.1859
3638.19	-37.0477
3638.19	-37.1497
3638.19	-37.1267
3638.19	-36.8831
3638.19	-36.8799
3638.19	-36.9983
3638.19	-37.0181
3638.2	-37.0378
3638.2	-37.0937
3638.2	-36.8864
3638.2	-36.9259
3638.2	-36.8469
3638.2	-37.0806
3638.2	-36.9457
3638.2	-37.1398
3638.2	-37.3241
3638.2	-37.5314
3638.21	-37.5018
3638.21	-37.4425
3638.21	-37.4064
3638.21	-37.2879
3638.21	-37.2056
3638.21	-37.176
3638.21	-36.9852
3638.21	-36.9819
3638.21	-37.0641
3638.21	-37.0674
3638.22	-36.995
3638.22	-36.8601
3638.22	-36.9917
3638.22	-37.0181
3638.22	-37.0115
3638.22	-37.0214
3638.22	-37.1661
3638.22	-37.1365
3638.22	-37.1168
3638.22	-37.0049
3638.23	-36.7746
3638.23	-36.7087
3638.23	-36.689
3638.23	-36.5837
3638.23	-36.6133
3638.23	-36.5804
3638.23	-36.6067
3638.23	-36.383
3638.23	-36.4883
3638.23	-36.8206
3638.24	-36.995
3638.24	-37.0905
3638.24	-37.3702
3638.24	-37.4491
3638.24	-37.3405
3638.24	-37.2681
3638.24	-36.9588
3638.24	-36.8502
3638.24	-36.7877
3638.24	-36.7417
3638.25	-36.5607
3638.25	-36.4356
3638.25	-36.3896
3638.25	-36.304
3638.25	-36.281
3638.25	-36.2119
3638.25	-36.3336
3638.25	-36.4159
3638.25	-36.5343
3638.25	-36.6002
3638.26	-36.7877
3638.26	-36.8206
3638.26	-36.4949
3638.26	-36.4389
3638.26	-36.3566
3638.26	-36.327
3638.26	-36.4949
3638.26	-36.406
3638.26	-36.4225
3638.26	-36.1724
3638.27	-35.9947
3638.27	-36.0276
3638.27	-36.2678
3638.27	-36.4587
3638.27	-36.6396
3638.27	-36.666
3638.27	-36.7384
3638.27	-36.8766
3638.27	-36.7318
3638.27	-36.6265
3638.28	-36.4422
3638.28	-36.5903
3638.28	-36.4718
3638.28	-36.3237
3638.28	-36.2481
3638.28	-36.2217
3638.28	-36.2349
3638.28	-35.9223
3638.28	-36.1066
3638.28	-36.1131
3638.29	-36.2217
3638.29	-36.2481
3638.29	-36.3994
3638.29	-36.5574
3638.29	-36.5705
3638.29	-36.6725
3638.29	-36.3501
3638.29	-36.3994
3638.29	-36.3237
3638.29	-36.2119
3638.3	-35.9684
3638.3	-35.9716
3638.3	-35.9782
3638.3	-35.9914
3638.3	-35.9716
3638.3	-35.9453
3638.3	-36.0506
3638.3	-35.942
3638.3	-35.9947
3638.3	-36.0177
3638.31	-36.1526
3638.31	-36.2612
3638.31	-36.1888
3638.31	-36.0704
3638.31	-36.0276
3638.31	-36.1493
3638.31	-35.9552
3638.31	-35.8631
3638.31	-35.6426
3638.31	-35.4649
3638.32	-35.1358
3638.32	-35.3201
3638.32	-35.2115
3638.32	-35.3629
3638.32	-35.274
3638.32	-35.3596
3638.32	-35.4484
3638.32	-35.4649
3638.32	-35.5965
3638.32	-35.534
3638.33	-35.6228
3638.33	-35.5505
3638.33	-35.432
3638.33	-35.2773
3638.33	-35.3366
3638.33	-35.2675
3638.33	-35.1753
3638.33	-35.0733
3638.33	-35.2543
3638.33	-35.1852
3638.34	-35.0766
3638.34	-35.2049
3638.34	-35.2411
3638.34	-35.4484
3638.34	-35.4846
3638.34	-35.3958
3638.34	-35.0569
3638.34	-35.0766
3638.34	-35.1687
3638.34	-35.1424
3638.35	-35.0667
3638.35	-35.0207
3638.35	-35.0207
3638.35	-34.9121
3638.35	-35.0733
3638.35	-35.1523
3638.35	-35.2049
3638.35	-35.2938
3638.35	-35.3497
3638.35	-35.2082
3638.36	-35.1424
3638.36	-35.1687
3638.36	-35.0536
3638.36	-34.8298
3638.36	-34.662
3638.36	-34.6192
3638.36	-34.4909
3638.36	-34.5205
3638.36	-34.4909
3638.36	-34.4909
3638.37	-34.2967
3638.37	-34.2902
3638.37	-34.1388
3638.37	-34.2408
3638.37	-34.4316
3638.37	-34.3922
3638.37	-34.5073
3638.37	-34.4613
3638.37	-34.5172
3638.37	-34.2441
3638.38	-33.9512
3638.38	-33.8821
3638.38	-33.8196
3638.38	-33.9019
3638.38	-34.0236
3638.38	-34.0565
3638.38	-33.8624
3638.38	-33.8064
3638.38	-34.0697
3638.38	-34.1322
3638.39	-34.1223
3638.39	-34.0927
3638.39	-34.2836
3638.39	-34.2474
3638.39	-33.9907
3638.39	-33.9611
3638.39	-33.7275
3638.39	-33.7406
3638.39	-33.7406
3638.39	-33.7077
3638.4	-33.7768
3638.4	-33.7801
3638.4	-33.734
3638.4	-33.4675
3638.4	-33.4116
3638.4	-33.5761
3638.4	-33.405
3638.4	-33.5169
3638.4	-33.6518
3638.4	-33.7406
3638.41	-33.6781
3638.41	-33.7176
3638.41	-33.507
3638.41	-33.2174
3638.41	-33.1154
3638.41	-33.0825
3638.41	-33.0693
3638.41	-33.1681
3638.41	-33.1582
3638.41	-33.0858
3638.42	-32.9443
3638.42	-33.1845
3638.42	-33.2273
3638.42	-33.3754
3638.42	-33.2865
3638.42	-33.2799
3638.42	-33.1779
3638.42	-33.2569
3638.42	-33.428
3638.42	-33.4346
3638.43	-33.2602
3638.43	-33.1779
3638.43	-33.1088
3638.43	-32.9937
3638.43	-32.9377
3638.43	-33.0101
3638.43	-32.8982
3638.43	-32.7403
3638.43	-32.8028
3638.43	-32.8818
3638.44	-32.7929
3638.44	-32.7962
3638.44	-32.839
3638.44	-32.6975
3638.44	-32.579
3638.44	-32.556
3638.44	-32.4013
3638.44	-32.3882
3638.44	-32.3355
3638.44	-32.4013
3638.45	-32.2796
3638.45	-32.4704
3638.45	-32.3652
3638.45	-32.1809
3638.45	-32.1381
3638.45	-32.148
3638.45	-32.2664
3638.45	-32.273
3638.45	-32.3125
3638.45	-32.3915
3638.46	-32.5494
3638.46	-32.7436
3638.46	-32.4046
3638.46	-32.3684
3638.46	-32.3553
3638.46	-32.3487
3638.46	-32.3322
3638.46	-32.4704
3638.46	-32.1907
3638.46	-32.1513
3638.47	-31.9308
3638.47	-31.9867
3638.47	-31.9308
3638.47	-32.1282
3638.47	-32.171
3638.47	-32.329
3638.47	-32.431
3638.47	-32.2631
3638.47	-32.2006
3638.47	-31.8156
3638.48	-31.809
3638.48	-31.7432
3638.48	-31.6248
3638.48	-31.6248
3638.48	-31.5293
3638.48	-31.4372
3638.48	-31.299
3638.48	-31.1542
3638.48	-31.4866
3638.48	-31.4043
3638.49	-31.3582
3638.49	-31.5458
3638.49	-31.3747
3638.49	-31.378
3638.49	-31.4405
3638.49	-31.5129
3638.49	-31.4207
3638.49	-31.2924
3638.49	-31.299
3638.49	-31.1575
3638.5	-31.1114
3638.5	-31.0752
3638.5	-31.1904
3638.5	-30.9173
3638.5	-30.7659
3638.5	-31.0094
3638.5	-31.2036
3638.5	-31.3089
3638.5	-31.3911
3638.5	-31.1805
3638.51	-31.3154
3638.51	-31.2957
3638.51	-31.197
3638.51	-31.2299
3638.51	-31.0325
3638.51	-31.2266
3638.51	-31.2069
3638.51	-31.1707
3638.51	-31.0357
3638.51	-30.9436
3638.52	-30.7988
3638.52	-31.0423
3638.52	-31.1707
3638.52	-31.5195
3638.52	-31.5787
3638.52	-31.3911
3638.52	-31.5228
3638.52	-31.3878
3638.52	-31.3911
3638.52	-31.1805
3638.53	-31.0226
3638.53	-30.9008
3638.53	-30.9107
3638.53	-30.8844
3638.53	-30.8186
3638.53	-30.7034
3638.53	-30.9074
3638.53	-30.7758
3638.53	-31.0588
3638.53	-31.1674
3638.54	-31.2891
3638.54	-31.1345
3638.54	-31.1674
3638.54	-31.2003
3638.54	-31.2167
3638.54	-31.2431
3638.54	-31.1707
3638.54	-31.0292
3638.54	-30.9666
3638.54	-30.6968
3638.55	-30.789
3638.55	-30.6442
3638.55	-30.7857
3638.55	-30.5948
3638.55	-30.4994
3638.55	-30.733
3638.55	-30.7659
3638.55	-30.733
3638.55	-30.6442
3638.55	-30.7824
3638.56	-30.8844
3638.56	-30.9732
3638.56	-30.8317
3638.56	-30.7758
3638.56	-30.7692
3638.56	-30.8087
3638.56	-30.7034
3638.56	-30.6409
3638.56	-30.4467
3638.56	-30.5093
3638.57	-30.4599
3638.57	-30.6014
3638.57	-30.5553
3638.57	-30.6606
3638.57	-30.8745
3638.57	-30.9469
3638.57	-30.9864
3638.57	-30.9239
3638.57	-30.8646
3638.57	-30.7462
3638.58	-30.7034
3638.58	-30.6475
3638.58	-30.4237
3638.58	-30.3513
3638.58	-30.3612
3638.58	-30.4731
3638.58	-30.3052
3638.58	-30.1078
3638.58	-30.3941
3638.58	-30.4763
3638.59	-30.5389
3638.59	-30.6146
3638.59	-30.756
3638.59	-30.6639
3638.59	-30.5751
3638.59	-30.654
3638.59	-30.3743
3638.59	-30.2592
3638.59	-30.3842
3638.59	-30.2822
3638.6	-30.0453
3638.6	-30.1177
3638.6	-30.0288
3638.6	-29.9926
3638.6	-29.7886
3638.6	-29.7754
3638.6	-29.7623
3638.6	-29.9597
3638.6	-30.0552
3638.6	-30.3283
3638.61	-30.45
3638.61	-30.3414
3638.61	-30.1604
3638.61	-30.0058
3638.61	-30.0881
3638.61	-30.1539
3638.61	-30.0617
3638.61	-30.1341
3638.61	-29.9795
3638.61	-29.8511
3638.62	-29.8084
3638.62	-29.861
3638.62	-29.8215
3638.62	-29.8906
3638.62	-29.9301
3638.62	-30.2296
3638.62	-30.2296
3638.62	-30.2394
3638.62	-30.1275
3638.62	-30.0124
3638.63	-30.0815
3638.63	-30.1111
3638.63	-30.042
3638.63	-29.9038
3638.63	-30.2065
3638.63	-30.3546
3638.63	-30.2987
3638.63	-30.0354
3638.63	-30.1177
3638.63	-30.1012
3638.64	-30.1045
3638.64	-30.3184
3638.64	-30.4796
3638.64	-30.506
3638.64	-30.3217
3638.64	-30.144
3638.64	-30.0354
3638.64	-29.9663
3638.64	-30.0453
3638.64	-30.0552
3638.65	-29.9169
3638.65	-29.7689
3638.65	-29.657
3638.65	-29.6307
3638.65	-29.634
3638.65	-29.7228
3638.65	-29.8873
3638.65	-29.9729
3638.65	-30.0354
3638.65	-30.167
3638.66	-30.2164
3638.66	-30.2756
3638.66	-30.2263
3638.66	-30.0815
3638.66	-30.0486
3638.66	-30.1374
3638.66	-30.1769
3638.66	-30.2954
3638.66	-30.0716
3638.66	-29.8347
3638.67	-29.5583
3638.67	-29.7162
3638.67	-29.7393
3638.67	-29.8577
3638.67	-29.9762
3638.67	-30.0321
3638.67	-30.0913
3638.67	-29.8446
3638.67	-29.9137
3638.67	-29.6932
3638.68	-29.6076
3638.68	-29.5517
3638.68	-29.4431
3638.68	-29.3773
3638.68	-29.3674
3638.68	-29.2522
3638.68	-29.2095
3638.68	-29.1733
3638.68	-29.3016
3638.68	-29.0614
3638.69	-29.1206
3638.69	-29.3246
3638.69	-29.4299
3638.69	-29.5254
3638.69	-29.6734
3638.69	-29.6372
3638.69	-29.3608
3638.69	-29.2457
3638.69	-29.4234
3638.69	-29.4003
3638.7	-29.3937
3638.7	-29.2983
3638.7	-29.0285
3638.7	-28.8804
3638.7	-28.9331
3638.7	-29.1864
3638.7	-29.1272
3638.7	-29.0252
3638.7	-29.1469
3638.7	-29.2292
3638.71	-29.2062
3638.71	-29.2819
3638.71	-29.2555
3638.71	-28.966
3638.71	-28.8804
3638.71	-28.6961
3638.71	-28.7027
3638.71	-28.4855
3638.71	-28.4296
3638.71	-28.5645
3638.72	-28.5316
3638.72	-28.7093
3638.72	-28.8409
3638.72	-28.8705
3638.72	-28.9693
3638.72	-28.9857
3638.72	-29.1239
3638.72	-29.2983
3638.72	-29.2522
3638.72	-29.1042
3638.73	-28.9627
3638.73	-28.8771
3638.73	-28.6007
3638.73	-28.6698
3638.73	-28.5974
3638.73	-28.6994
3638.73	-28.6632
3638.73	-28.604
3638.73	-28.7389
3638.73	-29.0087
3638.74	-28.8541
3638.74	-28.8047
3638.74	-28.7488
3638.74	-28.9199
3638.74	-28.9396
3638.74	-28.8343
3638.74	-28.7323
3638.74	-28.6237
3638.74	-28.5579
3638.74	-28.6863
3638.75	-28.6731
3638.75	-28.6172
3638.75	-28.4099
3638.75	-28.3967
3638.75	-28.3046
3638.75	-28.6402
3638.75	-28.6534
3638.75	-28.8278
3638.75	-29.0581
3638.75	-28.8113
3638.76	-28.9824
3638.76	-28.9758
3638.76	-28.6896
3638.76	-28.5415
3638.76	-28.3967
3638.76	-28.3967
3638.76	-28.4066
3638.76	-28.2355
3638.76	-28.0578
3638.76	-28.0709
3638.77	-27.9492
3638.77	-28.2025
3638.77	-28.3605
3638.77	-28.3342
3638.77	-28.1729
3638.77	-28.2355
3638.77	-28.2355
3638.77	-28.2157
3638.77	-28.094
3638.77	-27.8537
3638.78	-27.9525
3638.78	-27.6695
3638.78	-27.8241
3638.78	-27.63
3638.78	-27.6333
3638.78	-27.6596
3638.78	-27.5346
3638.78	-27.4885
3638.78	-27.6135
3638.78	-27.8044
3638.79	-27.8603
3638.79	-27.9426
3638.79	-27.7649
3638.79	-27.5675
3638.79	-27.5806
3638.79	-27.5346
3638.79	-27.4918
3638.79	-27.2911
3638.79	-27.3503
3638.79	-27.2088
3638.8	-27.0508
3638.8	-26.9291
3638.8	-26.8929
3638.8	-26.7218
3638.8	-26.8008
3638.8	-26.9061
3638.8	-26.9126
3638.8	-27.0081
3638.8	-26.9521
3638.8	-27.0179
3638.81	-27.087
3638.81	-27.3141
3638.81	-27.0805
3638.81	-27.0805
3638.81	-27.087
3638.81	-27.1726
3638.81	-27.1199
3638.81	-27.0706
3638.81	-26.8172
3638.81	-26.7843
3638.82	-26.5112
3638.82	-26.8238
3638.82	-26.8369
3638.82	-26.9752
3638.82	-27.0837
3638.82	-27.2417
3638.82	-27.1759
3638.82	-27.1726
3638.82	-27.1858
3638.82	-26.8205
3638.83	-26.6987
3638.83	-26.5408
3638.83	-26.5474
3638.83	-26.4552
3638.83	-26.5243
3638.83	-26.7086
3638.83	-26.4783
3638.83	-26.2677
3638.83	-26.3763
3638.83	-26.5803
3638.84	-26.6
3638.84	-26.7284
3638.84	-26.7415
3638.84	-26.7119
3638.84	-26.6428
3638.84	-26.4487
3638.84	-26.2677
3638.84	-26.3105
3638.84	-26.1887
3638.84	-26.1459
3638.85	-26.1196
3638.85	-26.1229
3638.85	-26.2545
3638.85	-26.0933
3638.85	-26.0702
3638.85	-26.2512
3638.85	-26.2874
3638.85	-26.4421
3638.85	-26.5211
3638.85	-26.6987
3638.86	-26.6296
3638.86	-26.6461
3638.86	-26.4223
3638.86	-26.3796
3638.86	-26.3401
3638.86	-26.3302
3638.86	-26.2414
3638.86	-26.192
3638.86	-25.8596
3638.86	-25.909
3638.87	-25.8564
3638.87	-26.0373
3638.87	-26.2183
3638.87	-26.2677
3638.87	-26.1755
3638.87	-26.4355
3638.87	-26.6461
3638.87	-26.5112
3638.87	-26.4684
3638.87	-26.2084
3638.88	-26.2381
3638.88	-26.2183
3638.88	-26.0604
3638.88	-25.8728
3638.88	-25.807
3638.88	-25.7379
3638.88	-25.5832
3638.88	-25.5931
3638.88	-25.8925
3638.88	-26.034
3638.89	-26.1229
3638.89	-26.0999
3638.89	-26.0735
3638.89	-26.0966
3638.89	-26.1031
3638.89	-25.9616
3638.89	-25.8662
3638.89	-25.8103
3638.89	-25.8432
3638.89	-25.7609
3638.9	-25.6096
3638.9	-25.7609
3638.9	-25.7412
3638.9	-25.6458
3638.9	-25.7116
3638.9	-25.4812
3638.9	-25.6063
3638.9	-25.5273
3638.9	-25.6885
3638.9	-25.8893
3638.91	-25.8728
3638.91	-25.8432
3638.91	-25.6194
3638.91	-25.4319
3638.91	-25.3595
3638.91	-25.4088
3638.91	-25.5075
3638.91	-25.3397
3638.91	-25.2575
3638.91	-25.1028
3638.92	-24.935
3638.92	-25.0041
3638.92	-24.9942
3638.92	-25.1489
3638.92	-25.1522
3638.92	-25.3628
3638.92	-25.3134
3638.92	-25.2904
3638.92	-25.2213
3638.92	-25.0172
3638.93	-25.1423
3638.93	-25.0732
3638.93	-25.0403
3638.93	-24.9087
3638.93	-24.8363
3638.93	-24.7836
3638.93	-24.7441
3638.93	-24.6619
3638.93	-24.5434
3638.93	-24.5401
3638.94	-24.731
3638.94	-24.8034
3638.94	-24.8428
3638.94	-25.0304
3638.94	-25.1686
3638.94	-25.1193
3638.94	-24.8823
3638.94	-24.9942
3638.94	-24.8461
3638.94	-24.8165
3638.95	-24.731
3638.95	-24.629
3638.95	-24.6092
3638.95	-24.527
3638.95	-24.629
3638.95	-24.7145
3638.95	-24.731
3638.95	-24.7705
3638.95	-24.6816
3638.95	-24.7803
3638.96	-24.6717
3638.96	-24.6619
3638.96	-24.2736
3638.96	-24.1452
3638.96	-23.9478
3638.96	-24.0367
3638.96	-24.063
3638.96	-23.9972
3638.96	-23.9281
3638.96	-23.7866
3638.97	-23.7043
3638.97	-23.9972
3638.97	-23.9708
3638.97	-23.9017
3638.97	-24.086
3638.97	-23.9478
3638.97	-24.0827
3638.97	-24.0235
3638.97	-23.9873
3638.97	-23.8425
3638.98	-23.7405
3638.98	-23.5694
3638.98	-23.622
3638.98	-23.576
3638.98	-23.6418
3638.98	-23.6319
3638.98	-23.4542
3638.98	-23.316
3638.98	-23.316
3638.98	-23.3259
3638.99	-23.3752
3638.99	-23.4476
3638.99	-23.4147
3638.99	-23.6517
3638.99	-23.7537
3638.99	-23.6944
3638.99	-23.6484
3638.99	-23.5464
3638.99	-23.4773
3638.99	-23.293
3639	-23.1976
3639	-23.2008
3639	-23.0758
3639	-22.9343
3639	-23.01
3639	-23.1317
3639	-23.1712
3639	-23.0659
3639	-23.2041
3639	-23.2173
3639.01	-23.1844
3639.01	-23.2798
3639.01	-22.9705
3639.01	-22.8389
3639.01	-22.7665
3639.01	-22.5329
3639.01	-22.2861
3639.01	-22.2597
3639.01	-22.4539
3639.01	-22.4341
3639.02	-22.263
3639.02	-22.4605
3639.02	-22.4605
3639.02	-22.1972
3639.02	-22.2433
3639.02	-22.1808
3639.02	-22.3683
3639.02	-22.3881
3639.02	-22.4506
3639.02	-22.2861
3639.03	-22.2466
3639.03	-22.0985
3639.03	-22.0524
3639.03	-22.1347
3639.03	-22.0096
3639.03	-21.9899
3639.03	-21.6905
3639.03	-21.7299
3639.03	-21.7991
3639.03	-21.934
3639.04	-21.8945
3639.04	-21.7925
3639.04	-22.0195
3639.04	-21.9603
3639.04	-22.2268
3639.04	-21.9833
3639.04	-21.9109
3639.04	-21.9241
3639.04	-21.8254
3639.04	-21.7596
3639.05	-21.6641
3639.05	-21.6049
3639.05	-21.6345
3639.05	-21.6279
3639.05	-21.7036
3639.05	-21.753
3639.05	-21.7003
3639.05	-21.5523
3639.05	-21.6246
3639.05	-21.7859
3639.06	-21.6082
3639.06	-21.5424
3639.06	-21.4141
3639.06	-21.2495
3639.06	-21.1344
3639.06	-21.1047
3639.06	-20.9106
3639.06	-20.8678
3639.06	-20.9303
3639.06	-20.8086
3639.07	-20.6144
3639.07	-20.8777
3639.07	-21.085
3639.07	-21.0949
3639.07	-21.062
3639.07	-21.0225
3639.07	-21.0126
3639.07	-20.802
3639.07	-20.8382
3639.07	-20.6408
3639.08	-20.6144
3639.08	-20.5519
3639.08	-20.5519
3639.08	-20.6408
3639.08	-20.6572
3639.08	-20.575
3639.08	-20.6144
3639.08	-20.5552
3639.08	-20.5388
3639.08	-20.6671
3639.09	-20.4598
3639.09	-20.575
3639.09	-20.6605
3639.09	-20.6375
3639.09	-20.5782
3639.09	-20.3676
3639.09	-20.157
3639.09	-20.1208
3639.09	-20.0123
3639.09	-19.8773
3639.1	-19.8313
3639.1	-19.6536
3639.1	-19.5022
3639.1	-19.2521
3639.1	-19.4068
3639.1	-19.6108
3639.1	-19.6404
3639.1	-19.5647
3639.1	-19.6733
3639.1	-19.7885
3639.11	-19.726
3639.11	-19.9168
3639.11	-19.624
3639.11	-19.5713
3639.11	-19.3903
3639.11	-19.1764
3639.11	-19.1304
3639.11	-19.0777
3639.11	-18.7947
3639.11	-18.7618
3639.12	-18.571
3639.12	-19.0284
3639.12	-18.9494
3639.12	-18.956
3639.12	-18.9461
3639.12	-19.0744
3639.12	-19.0679
3639.12	-19.16
3639.12	-18.8046
3639.12	-18.5743
3639.13	-18.469
3639.13	-18.4723
3639.13	-18.2419
3639.13	-18.4328
3639.13	-18.2748
3639.13	-18.2485
3639.13	-18.0609
3639.13	-18.107
3639.13	-18.2518
3639.13	-18.3012
3639.14	-18.1564
3639.14	-18.1926
3639.14	-18.2353
3639.14	-18.1926
3639.14	-18.2321
3639.14	-18.1728
3639.14	-18.0642
3639.14	-18.0445
3639.14	-17.8471
3639.14	-17.8207
3639.15	-17.8569
3639.15	-17.801
3639.15	-17.6825
3639.15	-17.6068
3639.15	-17.7911
3639.15	-17.7121
3639.15	-17.7319
3639.15	-17.8602
3639.15	-17.8865
3639.15	-17.8898
3639.16	-17.8405
3639.16	-17.9458
3639.16	-17.6825
3639.16	-17.6891
3639.16	-17.6694
3639.16	-17.7352
3639.16	-17.5772
3639.16	-17.3304
3639.16	-17.3041
3639.16	-17.0803
3639.17	-16.8105
3639.17	-16.9882
3639.17	-17.1429
3639.17	-17.0902
3639.17	-17.0474
3639.17	-17.1988
3639.17	-17.0771
3639.17	-16.9619
3639.17	-17.0441
3639.17	-16.6756
3639.18	-16.6953
3639.18	-16.6493
3639.18	-16.8237
3639.18	-16.7842
3639.18	-16.6591
3639.18	-16.6493
3639.18	-16.7184
3639.18	-16.5209
3639.18	-16.6756
3639.18	-16.7283
3639.19	-16.669
3639.19	-16.6986
3639.19	-16.7513
3639.19	-16.7414
3639.19	-16.6756
3639.19	-16.4387
3639.19	-16.2149
3639.19	-16.2314
3639.19	-16.1919
3639.19	-16.1096
3639.2	-16.1656
3639.2	-16.1327
3639.2	-15.9517
3639.2	-15.8069
3639.2	-15.8595
3639.2	-15.8036
3639.2	-15.8398
3639.2	-15.9155
3639.2	-16.1129
3639.2	-16.1063
3639.21	-16.1754
3639.21	-16.3465
3639.21	-16.1656
3639.21	-15.9747
3639.21	-16.1228
3639.21	-16.0274
3639.21	-15.8661
3639.21	-15.7575
3639.21	-15.774
3639.21	-15.5996
3639.22	-15.3989
3639.22	-15.7016
3639.22	-15.7542
3639.22	-15.7345
3639.22	-15.6917
3639.22	-15.7542
3639.22	-15.695
3639.22	-15.6456
3639.22	-15.6753
3639.22	-15.3659
3639.23	-15.1521
3639.23	-14.9415
3639.23	-14.698
3639.23	-14.6716
3639.23	-14.6749
3639.23	-14.6157
3639.23	-14.54
3639.23	-14.7572
3639.23	-14.8329
3639.23	-14.9151
3639.24	-15.0698
3639.24	-15.208
3639.24	-15.3791
3639.24	-15.4449
3639.24	-15.3923
3639.24	-15.2277
3639.24	-14.9086
3639.24	-14.642
3639.24	-14.5466
3639.24	-14.4742
3639.25	-14.3492
3639.25	-14.2307
3639.25	-14.1616
3639.25	-13.8951
3639.25	-14.0431
3639.25	-14.1221
3639.25	-14.359
3639.25	-14.4676
3639.25	-14.596
3639.25	-14.6848
3639.26	-14.7901
3639.26	-14.8395
3639.26	-14.6124
3639.26	-14.5696
3639.26	-14.3459
3639.26	-14.313
3639.26	-14.3854
3639.26	-14.257
3639.26	-14.257
3639.26	-14.132
3639.27	-13.747
3639.27	-14.0004
3639.27	-14.0925
3639.27	-14.2044
3639.27	-14.3163
3639.27	-14.3985
3639.27	-14.3228
3639.27	-14.2965
3639.27	-14.1715
3639.27	-14.0695
3639.28	-14.2801
3639.28	-13.951
3639.28	-13.8292
3639.28	-13.849
3639.28	-13.77
3639.28	-13.6516
3639.28	-13.5463
3639.28	-13.6186
3639.28	-13.6384
3639.28	-13.6088
3639.29	-13.7404
3639.29	-13.8523
3639.29	-13.928
3639.29	-13.7634
3639.29	-13.7733
3639.29	-13.7239
3639.29	-13.6417
3639.29	-13.589
3639.29	-13.4969
3639.29	-13.4804
3639.3	-13.4804
3639.3	-13.3192
3639.3	-13.3093
3639.3	-13.1547
3639.3	-13.3258
3639.3	-13.2863
3639.3	-13.2731
3639.3	-13.5166
3639.3	-13.4903
3639.3	-13.5166
3639.31	-13.4278
3639.31	-13.566
3639.31	-13.4706
3639.31	-13.3488
3639.31	-13.3291
3639.31	-13.1744
3639.31	-13.3126
3639.31	-13.2435
3639.31	-13.1744
3639.31	-13.1086
3639.32	-12.7302
3639.32	-13.0033
3639.32	-13.0527
3639.32	-13.1843
3639.32	-13.4311
3639.32	-13.4574
3639.32	-13.4311
3639.32	-13.6252
3639.32	-13.5397
3639.32	-13.362
3639.33	-13.2435
3639.33	-13.2995
3639.33	-13.3521
3639.33	-13.2304
3639.33	-12.9836
3639.33	-13.1152
3639.33	-13.023
3639.33	-12.9638
3639.33	-12.9934
3639.33	-13.0757
3639.34	-13.1349
3639.34	-13.283
3639.34	-13.1777
3639.34	-13.1613
3639.34	-13.0823
3639.34	-12.9967
3639.34	-12.9605
3639.34	-12.921
3639.34	-12.9046
3639.34	-13.0099
3639.35	-13.0494
3639.35	-13.2271
3639.35	-13.2402
3639.35	-13.1185
3639.35	-13.0625
3639.35	-13.0724
3639.35	-13.1283
3639.35	-13.1415
3639.35	-13.1711
3639.35	-13.2172
3639.36	-13.2731
3639.36	-13.4278
3639.36	-13.3389
3639.36	-13.2764
3639.36	-13.1876
3639.36	-13.1777
3639.36	-12.9178
3639.36	-12.7894
3639.36	-12.796
3639.36	-12.8125
3639.37	-12.6216
3639.37	-12.6775
3639.37	-12.875
3639.37	-12.921
3639.37	-13.1613
3639.37	-13.2534
3639.37	-13.4311
3639.37	-13.5364
3639.37	-13.3455
3639.37	-13.1152
3639.38	-12.9441
3639.38	-12.8223
3639.38	-12.7137
3639.38	-12.875
3639.38	-12.7137
3639.38	-12.6677
3639.38	-12.8454
3639.38	-12.898
3639.38	-12.977
3639.38	-12.8454
3639.39	-12.8684
3639.39	-12.9638
3639.39	-12.9869
3639.39	-12.9507
3639.39	-13.0724
3639.39	-12.8684
3639.39	-12.7697
3639.39	-12.6315
3639.39	-12.6216
3639.39	-12.5393
3639.4	-12.5887
3639.4	-12.5031
3639.4	-12.5525
3639.4	-12.4636
3639.4	-12.6051
3639.4	-12.6381
3639.4	-12.6907
3639.4	-12.7236
3639.4	-13.0198
3639.4	-13.1382
3639.41	-13.0625
3639.41	-13
3639.41	-12.7927
3639.41	-12.5755
3639.41	-12.6117
3639.41	-12.536
3639.41	-12.4538
3639.41	-12.4176
3639.41	-12.3386
3639.41	-12.2432
3639.42	-12.3222
3639.42	-12.3814
3639.42	-12.4209
3639.42	-12.5229
3639.42	-12.6479
3639.42	-12.9145
3639.42	-13.0198
3639.42	-13.1514
3639.42	-13.102
3639.42	-12.717
3639.43	-12.5755
3639.43	-12.5163
3639.43	-12.6841
3639.43	-12.5525
3639.43	-12.4373
3639.43	-12.6282
3639.43	-12.5031
3639.43	-12.5229
3639.43	-12.6578
3639.43	-12.8256
3639.44	-12.7368
3639.44	-12.8684
3639.44	-13.0494
3639.44	-13.1185
3639.44	-13.283
3639.44	-13.0856
3639.44	-12.9079
3639.44	-12.9441
3639.44	-12.8552
3639.44	-12.6841
3639.45	-12.7072
3639.45	-12.5788
3639.45	-12.5163
3639.45	-12.3254
3639.45	-12.6677
3639.45	-12.8454
3639.45	-12.9605
3639.45	-13.1514
3639.45	-13.0625
3639.45	-13.0329
3639.46	-13.0658
3639.46	-13.1876
3639.46	-12.9013
3639.46	-12.9605
3639.46	-13.0066
3639.46	-12.9013
3639.46	-12.7828
3639.46	-12.6808
3639.46	-12.9079
3639.46	-12.9276
3639.47	-13.0033
3639.47	-13.056
3639.47	-13.1448
3639.47	-13.2797
3639.47	-13.4113
3639.47	-13.668
3639.47	-13.6384
