time2	zEm3
3739.98	-37.6137
3739.98	-37.6729
3739.98	-37.8934
3739.99	-37.7486
3739.99	-37.4623
3739.99	-37.2287
3739.99	-37.1925
3739.99	-37.0115
3739.99	-36.9884
3739.99	-36.8733
3739.99	-36.7614
3739.99	-36.9029
3739.99	-36.9621
3740	-36.7548
3740	-36.8634
3740	-36.9095
3740	-37.074
3740	-37.2912
3740	-37.255
3740	-37.3372
3740	-37.1892
3740	-37.357
3740	-36.9029
3740.01	-36.6364
3740.01	-36.3106
3740.01	-36.2711
3740.01	-36.1822
3740.01	-36.3106
3740.01	-36.2481
3740.01	-36.1691
3740.01	-36.1493
3740.01	-36.1987
3740.01	-36.1033
3740.02	-36.3007
3740.02	-36.3139
3740.02	-36.3731
3740.02	-36.5837
3740.02	-36.7548
3740.02	-36.5738
3740.02	-36.2546
3740.02	-36.2283
3740.02	-36.1625
3740.02	-36.2184
3740.03	-36.1559
3740.03	-36.1296
3740.03	-36.1526
3740.03	-36.0638
3740.03	-35.9124
3740.03	-35.9256
3740.03	-36.0078
3740.03	-36.0868
3740.03	-36.2415
3740.03	-36.3336
3740.04	-36.1987
3740.04	-36.2777
3740.04	-36.1493
3740.04	-35.9025
3740.04	-35.896
3740.04	-35.8762
3740.04	-35.8894
3740.04	-35.7117
3740.04	-35.7281
3740.04	-35.7808
3740.05	-35.5307
3740.05	-35.4353
3740.05	-35.4353
3740.05	-35.4419
3740.05	-35.5636
3740.05	-35.6492
3740.05	-35.9058
3740.05	-35.8631
3740.05	-35.8236
3740.05	-35.6261
3740.06	-35.3925
3740.06	-35.376
3740.06	-35.3826
3740.06	-35.3431
3740.06	-35.2576
3740.06	-35.33
3740.06	-35.3958
3740.06	-35.1293
3740.06	-35.3958
3740.06	-35.4616
3740.07	-35.4813
3740.07	-35.5669
3740.07	-35.5307
3740.07	-35.715
3740.07	-35.8137
3740.07	-35.5439
3740.07	-35.3793
3740.07	-35.2806
3740.07	-35.126
3740.07	-35.0569
3740.08	-34.9647
3740.08	-34.8265
3740.08	-34.8989
3740.08	-34.6521
3740.08	-34.6291
3740.08	-34.7574
3740.08	-34.7805
3740.08	-35.0141
3740.08	-35.1391
3740.08	-35.2346
3740.09	-35.1424
3740.09	-35.1523
3740.09	-34.8594
3740.09	-34.6192
3740.09	-34.56
3740.09	-34.3922
3740.09	-34.4185
3740.09	-34.4514
3740.09	-34.3823
3740.09	-34.2704
3740.1	-34.0631
3740.1	-34.2408
3740.1	-34.1914
3740.1	-34.3658
3740.1	-34.198
3740.1	-34.3757
3740.1	-34.4711
3740.1	-34.379
3740.1	-34.3955
3740.1	-34.3922
3740.11	-34.3099
3740.11	-34.0828
3740.11	-34.1487
3740.11	-34.1289
3740.11	-34.1783
3740.11	-34.0302
3740.11	-33.8295
3740.11	-33.9084
3740.11	-34.1519
3740.11	-34.1157
3740.12	-34.198
3740.12	-34.379
3740.12	-34.4251
3740.12	-34.3362
3740.12	-34.504
3740.12	-34.2276
3740.12	-34.1618
3740.12	-34.0664
3740.12	-33.8591
3740.12	-33.6156
3740.13	-33.5893
3740.13	-33.451
3740.13	-33.247
3740.13	-33.1352
3740.13	-33.2701
3740.13	-33.4774
3740.13	-33.688
3740.13	-33.5958
3740.13	-33.5662
3740.13	-33.7867
3740.14	-33.5498
3740.14	-33.4905
3740.14	-33.4543
3740.14	-33.3194
3740.14	-33.2536
3740.14	-33.2273
3740.14	-33.0957
3740.14	-32.9937
3740.14	-32.9739
3740.14	-32.918
3740.15	-32.816
3740.15	-32.7502
3740.15	-32.7271
3740.15	-32.9081
3740.15	-32.7436
3740.15	-32.9772
3740.15	-32.9344
3740.15	-32.9476
3740.15	-32.7962
3740.15	-32.6054
3740.16	-32.6975
3740.16	-32.7765
3740.16	-32.6481
3740.16	-32.5363
3740.16	-32.5001
3740.16	-32.6054
3740.16	-32.4145
3740.16	-32.2368
3740.16	-32.477
3740.16	-32.5527
3740.17	-32.5198
3740.17	-32.5757
3740.17	-32.7633
3740.17	-32.5692
3740.17	-32.3355
3740.17	-32.2631
3740.17	-32.1414
3740.17	-31.9703
3740.17	-32.0756
3740.17	-32.0822
3740.18	-32.0065
3740.18	-31.865
3740.18	-31.7992
3740.18	-31.5524
3740.18	-31.6281
3740.18	-31.9472
3740.18	-32.0493
3740.18	-32.0098
3740.18	-32.1513
3740.18	-32.2171
3740.19	-32.2072
3740.19	-32.3191
3740.19	-32.2335
3740.19	-32.0953
3740.19	-31.8814
3740.19	-32.0756
3740.19	-32.1743
3740.19	-31.9242
3740.19	-31.7597
3740.19	-31.7136
3740.2	-31.8354
3740.2	-32.0163
3740.2	-32.1216
3740.2	-32.2829
3740.2	-32.1348
3740.2	-32.1282
3740.2	-32.171
3740.2	-32.0427
3740.2	-32.148
3740.2	-31.8354
3740.21	-31.763
3740.21	-31.7268
3740.21	-31.8419
3740.21	-31.7103
3740.21	-31.4767
3740.21	-31.3253
3740.21	-31.2628
3740.21	-31.0127
3740.21	-31.3582
3740.21	-31.5293
3740.22	-31.6939
3740.22	-31.6939
3740.22	-31.7103
3740.22	-31.763
3740.22	-31.8057
3740.22	-31.8222
3740.22	-31.6741
3740.22	-31.4635
3740.22	-31.3714
3740.22	-31.2266
3740.23	-31.2167
3740.23	-31.1049
3740.23	-31.2069
3740.23	-30.9041
3740.23	-30.9798
3740.23	-30.9041
3740.23	-30.8844
3740.23	-30.8811
3740.23	-30.8515
3740.23	-30.9436
3740.24	-31.095
3740.24	-31.0588
3740.24	-30.9041
3740.24	-30.6771
3740.24	-30.7297
3740.24	-30.5751
3740.24	-30.5718
3740.24	-30.7429
3740.24	-30.6573
3740.24	-30.4731
3740.25	-30.2723
3740.25	-30.4533
3740.25	-30.5849
3740.25	-30.733
3740.25	-30.6705
3740.25	-30.5487
3740.25	-30.5422
3740.25	-30.5125
3740.25	-30.7692
3740.25	-30.5356
3740.26	-30.4303
3740.26	-30.3349
3740.26	-30.0617
3740.26	-29.9268
3740.26	-30.0354
3740.26	-29.8972
3740.26	-29.8314
3740.26	-29.7261
3740.26	-29.7623
3740.26	-29.8314
3740.27	-29.8742
3740.27	-30.0354
3740.27	-30.0321
3740.27	-29.9564
3740.27	-29.9137
3740.27	-29.8281
3740.27	-29.6767
3740.27	-29.5056
3740.27	-29.5319
3740.27	-29.4234
3740.28	-29.351
3740.28	-29.1766
3740.28	-28.9824
3740.28	-28.9232
3740.28	-29.0515
3740.28	-29.0515
3740.28	-29.0976
3740.28	-29.1075
3740.28	-29.2029
3740.28	-29.091
3740.29	-29.0153
3740.29	-29.2884
3740.29	-29.1568
3740.29	-28.9791
3740.29	-28.864
3740.29	-28.6896
3740.29	-28.5711
3740.29	-28.4197
3740.29	-28.3901
3740.29	-28.2684
3740.3	-28.0347
3740.3	-28.1894
3740.3	-28.3671
3740.3	-28.3671
3740.3	-28.3078
3740.3	-28.6632
3740.3	-28.6896
3740.3	-28.5086
3740.3	-28.4987
3740.3	-28.2519
3740.31	-28.1269
3740.31	-28.0578
3740.31	-27.8965
3740.31	-27.6958
3740.31	-27.5214
3740.31	-27.7057
3740.31	-27.653
3740.31	-27.5247
3740.31	-27.6333
3740.31	-27.7484
3740.32	-27.6168
3740.32	-27.574
3740.32	-27.4819
3740.32	-27.245
3740.32	-27.4095
3740.32	-27.3207
3740.32	-27.2878
3740.32	-27.2219
3740.32	-27.1035
3740.32	-27.1364
3740.33	-27.0475
3740.33	-26.9159
3740.33	-26.7678
3740.33	-26.4914
3740.33	-26.498
3740.33	-26.5145
3740.33	-26.5869
3740.33	-26.679
3740.33	-26.7481
3740.33	-26.804
3740.34	-26.6296
3740.34	-26.5737
3740.34	-26.4618
3740.34	-26.1295
3740.34	-25.9156
3740.34	-25.784
3740.34	-25.8629
3740.34	-25.8366
3740.34	-25.7412
3740.34	-25.7214
3740.35	-25.4845
3740.35	-25.6359
3740.35	-25.4352
3740.35	-25.4483
3740.35	-25.3331
3740.35	-25.5536
3740.35	-25.5668
3740.35	-25.5141
3740.35	-25.5108
3740.35	-25.3825
3740.36	-25.1686
3740.36	-24.9613
3740.36	-24.7441
3740.36	-24.833
3740.36	-24.7244
3740.36	-24.7079
3740.36	-24.5237
3740.36	-24.3131
3740.36	-24.494
3740.36	-24.4809
3740.37	-24.5072
3740.37	-24.6158
3740.37	-24.5204
3740.37	-24.2275
3740.37	-24.165
3740.37	-24.0103
3740.37	-24.007
3740.37	-23.9017
3740.37	-23.9379
3740.37	-23.9478
3740.38	-23.678
3740.38	-23.4805
3740.38	-23.3785
3740.38	-23.2107
3740.38	-23.2568
3740.38	-23.191
3740.38	-23.3687
3740.38	-23.4213
3740.38	-23.4147
3740.38	-23.3094
3740.39	-23.2535
3740.39	-23.033
3740.39	-22.7796
3740.39	-22.4835
3740.39	-22.3979
3740.39	-22.2992
3740.39	-22.1676
3740.39	-22.1051
3740.39	-22.1577
3740.39	-22.1149
3740.4	-21.8813
3740.4	-22.0491
3740.4	-22.217
3740.4	-22.0426
3740.4	-21.9998
3740.4	-21.9735
3740.4	-22.0327
3740.4	-21.9043
3740.4	-21.674
3740.4	-21.2364
3740.41	-21.2265
3740.41	-21.187
3740.41	-21.1574
3740.41	-21.0323
3740.41	-20.8119
3740.41	-20.6375
3740.41	-20.44
3740.41	-20.2953
3740.41	-20.3018
3740.41	-20.3973
3740.42	-20.2591
3740.42	-20.1439
3740.42	-20.134
3740.42	-20.1505
3740.42	-20.1603
3740.42	-19.8806
3740.42	-19.6931
3740.42	-19.5582
3740.42	-19.6207
3740.42	-19.5187
3740.43	-19.2916
3740.43	-19.1271
3740.43	-19.3015
3740.43	-19.0744
3740.43	-19.1304
3740.43	-19.1041
3740.43	-19.058
3740.43	-18.9
3740.43	-18.956
3740.43	-18.877
3740.44	-18.8704
3740.44	-18.9362
3740.44	-18.5315
3740.44	-18.3439
3740.44	-18.0906
3740.44	-18.0379
3740.44	-17.9556
3740.44	-17.8306
3740.44	-17.7615
3740.44	-17.6134
3740.45	-17.3502
3740.45	-17.4456
3740.45	-17.518
3740.45	-17.6595
3740.45	-17.6562
3740.45	-17.4456
3740.45	-17.4324
3740.45	-17.3008
3740.45	-17.0738
3740.45	-16.7217
3740.46	-16.5933
3740.46	-16.6493
3740.46	-16.5012
3740.46	-16.2215
3740.46	-16.1162
3740.46	-16.0636
3740.46	-15.9879
3740.46	-15.9155
3740.46	-16.0734
3740.46	-16.0734
3740.47	-15.9945
3740.47	-15.9155
3740.47	-15.8102
3740.47	-15.9155
3740.47	-15.8332
3740.47	-15.6917
3740.47	-15.5042
3740.47	-15.3857
3740.47	-15.3791
3740.47	-15.3232
3740.48	-15.231
3740.48	-15.389
3740.48	-15.5206
3740.48	-15.231
3740.48	-15.1159
3740.48	-14.9711
3740.48	-14.9283
3740.48	-14.9974
3740.48	-15.0566
3740.48	-14.9941
3740.49	-14.8197
3740.49	-14.8954
3740.49	-14.6256
3740.49	-14.5104
3740.49	-14.5137
3740.49	-14.3524
3740.49	-14.1748
3740.49	-13.9642
3740.49	-14.1386
3740.49	-13.9543
3740.5	-13.7042
3740.5	-13.8457
3740.5	-13.9016
3740.5	-13.9313
3740.5	-13.826
3740.5	-13.8786
3740.5	-13.9082
3740.5	-13.9609
3740.5	-13.8687
3740.5	-13.5495
3740.51	-13.5298
3740.51	-13.4377
3740.51	-13.2995
3740.51	-13.4179
3740.51	-13.2995
3740.51	-13.158
3740.51	-13.0922
3740.51	-13.0691
3740.51	-13.1053
3740.51	-13.0625
3740.52	-13.1547
3740.52	-13.3159
3740.52	-13.4179
3740.52	-13.1909
3740.52	-13.3192
3740.52	-13.2501
3740.52	-13.056
3740.52	-12.8125
3740.52	-12.6117
3740.52	-12.5163
3740.53	-12.6677
3740.53	-12.6644
3740.53	-12.6545
3740.53	-12.3715
3740.53	-12.4571
3740.53	-12.5295
3740.53	-12.7072
3740.53	-12.717
3740.53	-12.7565
3740.53	-12.8816
3740.54	-12.7828
3740.54	-12.8552
3740.54	-12.6051
3740.54	-12.2958
3740.54	-12.309
3740.54	-12.0951
3740.54	-12.0128
3740.54	-12.1609
3740.54	-12.1807
3740.54	-12.2004
3740.55	-11.9701
3740.55	-12.1642
3740.55	-12.0984
3740.55	-12.0095
3740.55	-12.1247
3740.55	-12.3189
3740.55	-12.4669
3740.55	-12.3584
3740.55	-12.4636
3740.55	-12.1938
3740.56	-12.049
3740.56	-12.0128
3740.56	-11.9207
3740.56	-11.8615
3740.56	-11.9108
3740.56	-11.7496
3740.56	-11.7463
3740.56	-11.6871
3740.56	-11.766
3740.56	-11.7595
3740.57	-11.6739
3740.57	-11.7891
3740.57	-11.9602
3740.57	-12.105
3740.57	-12.1247
3740.57	-11.9898
3740.57	-11.8977
3740.57	-11.743
3740.57	-11.6344
3740.57	-11.5785
3740.58	-11.5456
3740.58	-11.5785
3740.58	-11.5094
3740.58	-11.4172
3740.58	-11.4666
3740.58	-11.6838
3740.58	-11.7726
3740.58	-11.7496
3740.58	-11.7858
3740.58	-11.799
3740.59	-11.9602
3740.59	-11.9569
3740.59	-11.8549
3740.59	-11.8845
3740.59	-11.6706
3740.59	-11.4863
3740.59	-11.3975
3740.59	-11.5686
3740.59	-11.5818
3740.59	-11.4337
3740.6	-11.2757
3740.6	-11.3942
3740.6	-11.4271
3740.6	-11.4074
3740.6	-11.4271
3740.6	-11.6311
3740.6	-11.4962
3740.6	-11.4831
3740.6	-11.5489
3740.6	-11.3185
3740.61	-11.233
3740.61	-11.1112
3740.61	-10.973
3740.61	-10.9335
3740.61	-10.95
3740.61	-10.996
3740.61	-10.973
3740.61	-10.871
3740.61	-10.8513
3740.61	-11.1211
3740.62	-11.1145
3740.62	-11.1902
3740.62	-11.5094
3740.62	-11.5193
3740.62	-11.7035
3740.62	-11.7759
3740.62	-11.4699
3740.62	-11.5028
3740.62	-11.5884
3740.62	-11.4765
3740.63	-11.4074
3740.63	-11.358
3740.63	-11.2889
3740.63	-11.1836
3740.63	-11.2725
3740.63	-11.1869
3740.63	-11.2198
3740.63	-11.1902
3740.63	-11.4041
3740.63	-11.4403
3740.64	-11.4896
3740.64	-11.5291
3740.64	-11.3449
3740.64	-11.2001
3740.64	-11.2692
3740.64	-11.4534
3740.64	-11.3975
3740.64	-11.3317
3740.64	-11.1507
3740.64	-11.1375
3740.65	-10.9006
3740.65	-11.1079
3740.65	-11.1968
3740.65	-11.3152
3740.65	-11.3547
3740.65	-11.3712
3740.65	-11.5061
3740.65	-11.5127
3740.65	-11.5653
3740.65	-11.3449
3740.66	-11.2725
3740.66	-11.4403
3740.66	-11.4501
3740.66	-11.4008
3740.66	-11.233
3740.66	-11.2626
3740.66	-11.154
3740.66	-11.1869
3740.66	-11.3449
3740.66	-11.2988
3740.67	-11.3514
3740.67	-11.5554
3740.67	-11.6278
3740.67	-11.641
3740.67	-11.5489
3740.67	-11.5028
3740.67	-11.3054
3740.67	-11.1803
3740.67	-11.2757
3740.67	-11.2955
3740.68	-11.2856
3740.68	-11.4798
3740.68	-11.5357
3740.68	-11.414
3740.68	-11.4304
3740.68	-11.3317
3740.68	-11.3514
3740.68	-11.2297
3740.68	-11.358
3740.68	-11.6213
3740.69	-11.6509
3740.69	-11.8154
3740.69	-11.5851
3740.69	-11.3712
3740.69	-11.3975
3740.69	-11.3547
3740.69	-11.2856
3740.69	-11.2626
3740.69	-11.1902
3740.69	-11.0948
3740.7	-11.1145
3740.7	-11.2428
3740.7	-11.1968
3740.7	-10.9895
3740.7	-11.0619
3740.7	-11.2231
3740.7	-11.335
3740.7	-11.3317
3740.7	-11.5061
3740.7	-11.2692
3740.71	-10.9434
3740.71	-11.2264
3740.71	-11.2527
3740.71	-11.0981
3740.71	-11.052
3740.71	-11.1408
3740.71	-11.0684
3740.71	-10.8348
3740.71	-10.996
3740.71	-11.1277
3740.72	-11.3087
3740.72	-11.3876
3740.72	-11.4205
3740.72	-11.5127
3740.72	-11.5818
3740.72	-11.4534
3740.72	-11.2428
3740.72	-11.2363
3740.72	-11.2297
3740.72	-11.1737
3740.73	-11.1145
3740.73	-11.1112
3740.73	-11.279
3740.73	-11.0915
3740.73	-11.1375
3740.73	-11.0882
3740.73	-11.1836
3740.73	-11.233
3740.73	-11.3383
3740.73	-11.1968
3740.74	-11.2593
3740.74	-11.2198
3740.74	-11.0948
3740.74	-11.1343
3740.74	-10.9105
3740.74	-10.996
3740.74	-10.8315
3740.74	-10.8414
3740.74	-10.9171
3740.74	-10.8907
3740.75	-10.9006
3740.75	-11.2264
3740.75	-11.2494
3740.75	-11.3778
3740.75	-11.3679
3740.75	-11.4074
3740.75	-11.335
3740.75	-11.3876
3740.75	-11.4798
3740.75	-11.2823
3740.76	-11.2692
3740.76	-11.1441
3740.76	-11.0849
3740.76	-11.0125
3740.76	-11.1013
3740.76	-11.3679
3740.76	-11.3876
3740.76	-11.1474
3740.76	-11.2231
3740.76	-11.3119
3740.77	-11.3185
3740.77	-11.3119
3740.77	-11.5357
3740.77	-11.5225
3740.77	-11.4929
3740.77	-11.381
3740.77	-11.2461
3740.77	-11.0454
3740.77	-11.0717
3740.77	-10.9763
3740.78	-11.0026
3740.78	-11.1408
3740.78	-11.2264
3740.78	-10.95
3740.78	-11.1343
3740.78	-11.2659
3740.78	-11.381
3740.78	-11.5719
3740.78	-11.5258
3740.78	-11.618
3740.79	-11.6311
3740.79	-11.6673
3740.79	-11.414
3740.79	-11.2823
3740.79	-11.2494
3740.79	-11.256
3740.79	-11.1639
3740.79	-11.1046
3740.79	-10.9928
3740.79	-10.8677
3740.8	-10.7163
3740.8	-10.8677
3740.8	-11.0059
3740.8	-10.9993
3740.8	-11.0487
3740.8	-11.2363
3740.8	-11.2264
3740.8	-11.2001
3740.8	-11.3185
3740.8	-11.1606
3740.81	-11.256
3740.81	-11.1408
3740.81	-11.1211
3740.81	-11.0981
3740.81	-10.9006
3740.81	-11.0158
3740.81	-10.9862
3740.81	-10.9467
3740.81	-11.1639
3740.81	-11.2955
3740.82	-11.1408
3740.82	-11.2922
3740.82	-11.46
3740.82	-11.5357
3740.82	-11.5522
3740.82	-11.3087
3740.82	-11.335
3740.82	-11.3514
3740.82	-11.2692
3740.82	-11.0125
3740.83	-11.0322
3740.83	-11.0619
3740.83	-10.9697
3740.83	-10.8578
3740.83	-11.029
3740.83	-11.154
3740.83	-11.3251
3740.83	-11.5357
3740.83	-11.6969
3740.83	-11.7068
3740.84	-11.6081
3740.84	-11.6048
3740.84	-11.5982
3740.84	-11.4732
3740.84	-11.2692
3740.84	-11.3185
3740.84	-11.2461
3740.84	-11.2494
3740.84	-11.1244
3740.84	-11.1441
3740.85	-10.9796
3740.85	-11.3054
3740.85	-11.2659
3740.85	-11.4501
3740.85	-11.5193
3740.85	-11.5522
3740.85	-11.8516
3740.85	-11.7002
3740.85	-11.6246
3740.85	-11.5324
3740.86	-11.4008
3740.86	-11.177
3740.86	-11.256
3740.86	-11.1836
3740.86	-11.0948
3740.86	-11.2363
3740.86	-11.1869
3740.86	-11.2034
3740.86	-11.1408
3740.86	-11.2692
3740.87	-11.1836
3740.87	-11.2428
3740.87	-11.3383
3740.87	-11.4765
3740.87	-11.4501
3740.87	-11.3843
3740.87	-11.2659
3740.87	-11.1408
3740.87	-11.2527
3740.87	-11.3317
3740.88	-11.3021
3740.88	-11.1968
3740.88	-11.1836
3740.88	-10.9533
3740.88	-11.2264
3740.88	-11.3087
3740.88	-11.3416
3740.88	-11.4304
3740.88	-11.5456
3740.88	-11.4831
3740.89	-11.4995
3740.89	-11.5127
3740.89	-11.516
3740.89	-11.5423
3740.89	-11.6278
3740.89	-11.3975
3740.89	-11.4172
3740.89	-11.3449
3740.89	-11.3021
3740.89	-11.2461
3740.9	-11.0487
3740.9	-11.1145
3740.9	-11.2132
3740.9	-11.1836
3740.9	-11.2461
3740.9	-11.5982
3740.9	-11.4436
3740.9	-11.2659
3740.9	-11.2461
3740.9	-11.1606
3740.91	-10.9335
3740.91	-11.1441
3740.91	-11.2099
3740.91	-11.0849
3740.91	-11.2001
3740.91	-11.1277
3740.91	-11.1408
3740.91	-11.2593
3740.91	-11.1441
3740.91	-11.2297
3740.92	-11.2988
3740.92	-11.5028
3740.92	-11.5456
3740.92	-11.5587
3740.92	-11.5884
3740.92	-11.6015
3740.92	-11.3843
3740.92	-11.2428
3740.92	-11.1441
3740.92	-11.1935
3740.93	-11.0586
3740.93	-11.0652
3740.93	-11.1375
3740.93	-11.1836
3740.93	-11.2692
3740.93	-11.2132
3740.93	-11.2823
3740.93	-11.2955
3740.93	-11.3284
3740.93	-11.4929
3740.94	-11.4666
3740.94	-11.7035
3740.94	-11.5291
3740.94	-11.2823
3740.94	-11.1737
3740.94	-11.2461
3740.94	-11.1803
3740.94	-11.0915
3740.94	-11.2132
3740.94	-11.1803
3740.95	-10.9204
3740.95	-11.1606
3740.95	-11.2231
3740.95	-11.4205
3740.95	-11.5686
3740.95	-11.6114
3740.95	-11.618
3740.95	-11.6937
3740.95	-11.7233
3740.95	-11.4008
3740.96	-11.4765
3740.96	-11.2396
3740.96	-11.2001
3740.96	-10.9862
3740.96	-10.9566
3740.96	-10.9928
3740.96	-10.9829
3740.96	-10.9467
3740.96	-10.9335
3740.96	-11.0915
3740.97	-11.0224
3740.97	-11.256
3740.97	-11.4107
3740.97	-11.5127
3740.97	-11.5785
3740.97	-11.381
3740.97	-11.3449
3740.97	-11.279
3740.97	-11.233
3740.97	-11.154
3740.98	-11.0224
3740.98	-11.0487
3740.98	-10.8611
3740.98	-10.8052
3740.98	-10.9928
3740.98	-11.2034
3740.98	-11.3876
3740.98	-11.437
3740.98	-11.5522
3740.98	-11.5489
3740.99	-11.4107
3740.99	-11.2363
3740.99	-11.1606
3740.99	-11.0026
3740.99	-10.9862
3740.99	-10.8578
3740.99	-10.8381
3740.99	-10.9434
3740.99	-11.0454
3740.99	-11.0553
3741	-10.7493
3741	-11.2231
3741	-11.2922
3741	-11.5719
3741	-11.6246
3741	-11.6904
3741	-11.766
3741	-11.7693
3741	-11.6509
3741	-11.4863
3741.01	-11.5225
3741.01	-11.3514
3741.01	-11.3021
3741.01	-11.2461
3741.01	-11.1145
3741.01	-11.2428
3741.01	-11.1507
3741.01	-11.1803
3741.01	-11.3745
3741.01	-11.5127
3741.02	-11.5291
3741.02	-11.5357
3741.02	-11.6772
3741.02	-11.7726
3741.02	-11.7825
3741.02	-11.6805
3741.02	-11.8483
3741.02	-11.7628
3741.02	-11.7331
3741.02	-11.6575
3741.03	-11.6114
3741.03	-11.5258
3741.03	-11.3481
3741.03	-11.4041
3741.03	-11.4699
3741.03	-11.4962
3741.03	-11.5423
3741.03	-11.5982
3741.03	-11.7101
3741.03	-11.766
3741.04	-11.7825
3741.04	-11.9075
3741.04	-11.8022
3741.04	-11.618
3741.04	-11.5225
3741.04	-11.4469
3741.04	-11.3514
3741.04	-11.3021
3741.04	-11.2856
3741.04	-11.2889
3741.05	-11.1902
3741.05	-11.4962
3741.05	-11.5752
3741.05	-11.5554
3741.05	-11.6081
3741.05	-11.6706
3741.05	-11.5258
3741.05	-11.5884
3741.05	-11.5949
3741.05	-11.4798
3741.06	-11.2955
3741.06	-11.4732
3741.06	-11.4469
3741.06	-11.4863
3741.06	-11.2856
3741.06	-11.2264
3741.06	-11.1244
3741.06	-11.1869
3741.06	-11.3778
3741.06	-11.4995
3741.07	-11.7035
3741.07	-11.8088
3741.07	-12.0425
3741.07	-12.0918
3741.07	-12.0556
3741.07	-11.5884
3741.07	-11.414
3741.07	-11.177
3741.07	-11.3218
3741.07	-11.2165
3741.08	-11.2494
3741.08	-11.2922
3741.08	-11.3054
3741.08	-11.1408
3741.08	-11.2494
3741.08	-11.3284
3741.08	-11.4567
3741.08	-11.5785
3741.08	-11.6706
3741.08	-11.7331
3741.09	-11.7463
3741.09	-11.7496
3741.09	-11.7002
3741.09	-11.4501
3741.09	-11.3416
3741.09	-11.3843
3741.09	-11.2001
3741.09	-11.2494
3741.09	-11.3547
3741.09	-11.2001
3741.1	-11.0125
3741.1	-11.279
3741.1	-11.3876
3741.1	-11.4765
3741.1	-11.618
3741.1	-11.562
3741.1	-11.6871
3741.1	-11.7397
3741.1	-11.7825
3741.1	-11.5884
3741.11	-11.6048
3741.11	-11.5225
3741.11	-11.5193
3741.11	-11.3251
3741.11	-11.4271
3741.11	-11.5456
3741.11	-11.4074
3741.11	-11.5752
3741.11	-11.4863
3741.11	-11.7134
3741.12	-11.6871
3741.12	-12.0425
3741.12	-12.1478
3741.12	-12.1938
3741.12	-11.9997
3741.12	-11.9832
3741.12	-11.7628
3741.12	-11.7924
3741.12	-11.8549
3741.12	-11.7726
3741.13	-11.7726
3741.13	-11.72
3741.13	-11.743
3741.13	-11.4995
3741.13	-11.5522
3741.13	-11.6673
3741.13	-11.8154
3741.13	-11.7463
3741.13	-11.9404
3741.13	-11.8944
3741.14	-11.9799
3741.14	-12.1445
3741.14	-11.7693
3741.14	-11.6542
3741.14	-11.664
3741.14	-11.6509
3741.14	-11.664
3741.14	-11.799
3741.14	-11.7628
3741.14	-11.7463
3741.15	-11.5324
3741.15	-11.6607
3741.15	-11.6443
3741.15	-11.6114
3741.15	-11.6476
3741.15	-11.72
3741.15	-11.8615
3741.15	-11.8483
3741.15	-11.7924
3741.15	-11.7825
3741.16	-11.8384
3741.16	-11.8911
3741.16	-11.8483
3741.16	-11.9075
3741.16	-11.8615
3741.16	-11.72
3741.16	-11.8022
3741.16	-11.7562
3741.16	-11.6805
3741.16	-11.9372
3741.17	-11.9832
3741.17	-12.2695
3741.17	-12.2465
3741.17	-12.0095
3741.17	-11.9635
3741.17	-11.8977
3741.17	-11.7891
3741.17	-11.7463
3741.17	-11.6377
3741.17	-11.6344
3741.18	-11.6871
3741.18	-11.7331
3741.18	-11.7331
3741.18	-11.6048
3741.18	-11.766
3741.18	-11.8582
3741.18	-11.9766
3741.18	-12.0293
3741.18	-12.309
3741.18	-12.4834
3741.19	-12.3814
3741.19	-12.4176
3741.19	-12.3189
3741.19	-12.3222
3741.19	-12.1872
3741.19	-12.3189
3741.19	-12.3781
3741.19	-12.2991
3741.19	-12.2695
3741.19	-12.0787
3741.2	-11.9766
3741.2	-12.1346
3741.2	-12.0885
3741.2	-12.23
3741.2	-12.2596
3741.2	-12.3715
3741.2	-12.2234
3741.2	-12.1807
3741.2	-12.1938
3741.2	-12.0359
3741.21	-11.9503
3741.21	-11.9734
3741.21	-11.901
3741.21	-11.8549
3741.21	-11.8582
3741.21	-12.049
3741.21	-11.7957
3741.21	-11.7562
3741.21	-11.924
3741.21	-12.0556
3741.22	-12.1708
3741.22	-12.2432
3741.22	-12.3386
3741.22	-12.5097
3741.22	-12.4636
3741.22	-12.3715
3741.22	-12.1214
3741.22	-12.0359
3741.22	-12.0556
3741.22	-11.9799
3741.23	-12.0293
3741.23	-11.8779
3741.23	-11.8779
3741.23	-11.7035
3741.23	-11.8384
3741.23	-11.9141
3741.23	-12.0326
3741.23	-12.0326
3741.23	-12.2136
3741.23	-12.0819
3741.24	-11.9865
3741.24	-12.2432
3741.24	-12.1247
3741.24	-11.9503
3741.24	-11.8977
3741.24	-11.8121
3741.24	-11.6344
3741.24	-11.6509
3741.24	-11.618
3741.24	-11.6509
3741.25	-11.46
3741.25	-11.6871
3741.25	-11.7298
3741.25	-12.0885
3741.25	-12.1872
3741.25	-12.3057
3741.25	-12.3123
3741.25	-12.2201
3741.25	-12.2925
3741.25	-12.1905
3741.26	-12.0457
3741.26	-12.207
3741.26	-12.1708
3741.26	-11.901
3741.26	-11.7891
3741.26	-11.7562
3741.26	-11.8286
3741.26	-11.845
3741.26	-12.0754
3741.26	-11.9898
3741.27	-12.0622
3741.27	-12.1445
3741.27	-12.5031
3741.27	-12.3616
