time2	zEm3
3777.54	-47.1005
3777.54	-47.0972
3777.54	-47.3868
3777.54	-47.4625
3777.55	-47.3966
3777.55	-47.3999
3777.55	-47.548
3777.55	-47.6599
3777.55	-47.5546
3777.55	-47.4263
3777.55	-47.2157
3777.55	-47.0775
3777.55	-47.1729
3777.55	-47.2058
3777.56	-47.1498
3777.56	-47.2255
3777.56	-47.2354
3777.56	-47.2288
3777.56	-47.2321
3777.56	-47.4526
3777.56	-47.5908
3777.56	-47.6007
3777.56	-47.5776
3777.56	-47.6632
3777.57	-47.7487
3777.57	-47.7882
3777.57	-47.6171
3777.57	-47.5974
3777.57	-47.5513
3777.57	-47.5579
3777.57	-47.3966
3777.57	-47.2058
3777.57	-47.1235
3777.57	-47.0248
3777.58	-46.7912
3777.58	-47.0577
3777.58	-47.1005
3777.58	-47.3111
3777.58	-47.3901
3777.58	-47.4328
3777.58	-47.4559
3777.58	-47.4789
3777.58	-47.4789
3777.58	-47.3243
3777.59	-47.14
3777.59	-47.2584
3777.59	-47.321
3777.59	-47.4756
3777.59	-47.446
3777.59	-47.4625
3777.59	-47.4888
3777.59	-47.1334
3777.59	-47.4921
3777.59	-47.3111
3777.6	-47.3374
3777.6	-47.3769
3777.6	-47.4526
3777.6	-47.5513
3777.6	-47.7093
3777.6	-47.6369
3777.6	-47.6171
3777.6	-47.5447
3777.6	-47.446
3777.6	-47.3012
3777.61	-47.1104
3777.61	-47.0939
3777.61	-47.0544
3777.61	-47.1301
3777.61	-47.2058
3777.61	-47.4954
3777.61	-47.4296
3777.61	-47.6171
3777.61	-47.6928
3777.61	-47.7882
3777.62	-47.8705
3777.62	-48.0515
3777.62	-48.035
3777.62	-47.7586
3777.62	-47.729
3777.62	-47.7849
3777.62	-47.5118
3777.62	-47.3868
3777.62	-47.4657
3777.62	-47.5645
3777.63	-47.4592
3777.63	-47.5612
3777.63	-47.6566
3777.63	-47.6533
3777.63	-47.7981
3777.63	-47.7981
3777.63	-48.0219
3777.63	-48.1074
3777.63	-47.9758
3777.63	-47.6171
3777.64	-47.3703
3777.64	-47.525
3777.64	-47.3934
3777.64	-47.2222
3777.64	-47.344
3777.64	-47.3868
3777.64	-47.3934
3777.64	-47.2519
3777.64	-47.2946
3777.64	-47.3308
3777.65	-47.2683
3777.65	-47.2453
3777.65	-47.1367
3777.65	-47.2683
3777.65	-47.2979
3777.65	-47.1762
3777.65	-47.1038
3777.65	-47.1202
3777.65	-47.2222
3777.65	-47.242
3777.66	-47.2782
3777.66	-47.2782
3777.66	-47.3703
3777.66	-47.2519
3777.66	-47.2584
3777.66	-47.3901
3777.66	-47.5513
3777.66	-47.6961
3777.66	-47.571
3777.66	-47.7849
3777.67	-47.7816
3777.67	-48.0844
3777.67	-47.91
3777.67	-47.6994
3777.67	-47.6072
3777.67	-47.6467
3777.67	-47.604
3777.67	-47.5908
3777.67	-47.571
3777.67	-47.4954
3777.68	-47.5052
3777.68	-47.8113
3777.68	-47.8573
3777.68	-47.8211
3777.68	-47.7158
3777.68	-47.8738
3777.68	-47.9166
3777.68	-47.9034
3777.68	-48.2127
3777.68	-48.0877
3777.69	-48.0515
3777.69	-47.8902
3777.69	-47.7751
3777.69	-47.7751
3777.69	-47.7455
3777.69	-47.7586
3777.69	-47.548
3777.69	-47.4296
3777.69	-47.8804
3777.69	-47.933
3777.7	-47.9297
3777.7	-48.0745
3777.7	-48.216
3777.7	-48.3016
3777.7	-48.1469
3777.7	-48.1469
3777.7	-47.9561
3777.7	-47.8178
3777.7	-47.8244
3777.7	-47.6204
3777.71	-47.4131
3777.71	-47.4723
3777.71	-47.5809
3777.71	-47.4328
3777.71	-47.4526
3777.71	-47.525
3777.71	-47.5283
3777.71	-47.4592
3777.71	-47.4197
3777.71	-47.7422
3777.72	-47.7389
3777.72	-47.7356
3777.72	-47.706
3777.72	-47.5447
3777.72	-47.5283
3777.72	-47.6402
3777.72	-47.6665
3777.72	-47.6731
3777.72	-47.4855
3777.72	-47.5151
3777.73	-47.265
3777.73	-47.3703
3777.73	-47.604
3777.73	-47.6961
3777.73	-47.8672
3777.73	-48.0087
3777.73	-48.1107
3777.73	-48.0449
3777.73	-47.9791
3777.73	-47.8014
3777.74	-47.6533
3777.74	-47.5974
3777.74	-47.5842
3777.74	-47.4657
3777.74	-47.5809
3777.74	-47.7191
3777.74	-47.6204
3777.74	-47.4328
3777.74	-47.6599
3777.74	-47.6994
3777.75	-47.6665
3777.75	-47.6928
3777.75	-47.8047
3777.75	-47.7652
3777.75	-47.831
3777.75	-47.7586
3777.75	-47.5974
3777.75	-47.6402
3777.75	-47.8047
3777.75	-47.706
3777.76	-47.6566
3777.76	-47.6138
3777.76	-47.5612
3777.76	-47.469
3777.76	-47.4822
3777.76	-47.5743
3777.76	-47.706
3777.76	-47.8475
3777.76	-47.9067
3777.76	-48.035
3777.77	-47.933
3777.77	-47.8771
3777.77	-47.7257
3777.77	-47.7257
3777.77	-47.6204
3777.77	-47.5184
3777.77	-47.3539
3777.77	-47.4098
3777.77	-47.2979
3777.77	-47.1828
3777.78	-47.2157
3777.78	-47.3045
3777.78	-47.4789
3777.78	-47.5809
3777.78	-47.7158
3777.78	-47.8442
3777.78	-47.831
3777.78	-47.6303
3777.78	-47.6763
3777.78	-47.4394
3777.79	-47.3539
3777.79	-47.4197
3777.79	-47.3243
3777.79	-47.3012
3777.79	-47.4065
3777.79	-47.4164
3777.79	-47.4822
3777.79	-47.2354
3777.79	-47.5151
3777.79	-47.627
3777.8	-47.548
3777.8	-47.6994
3777.8	-47.9396
3777.8	-47.9692
3777.8	-47.9824
3777.8	-48.0515
3777.8	-47.9791
3777.8	-47.9133
3777.8	-47.831
3777.8	-47.5184
3777.81	-47.4921
3777.81	-47.4394
3777.81	-47.3572
3777.81	-47.219
3777.81	-47.3407
3777.81	-47.3637
3777.81	-47.3111
3777.81	-47.4328
3777.81	-47.4493
3777.81	-47.6171
3777.82	-47.8508
3777.82	-47.8902
3777.82	-47.6336
3777.82	-47.6434
3777.82	-47.5908
3777.82	-47.4657
3777.82	-47.4098
3777.82	-47.3243
3777.82	-47.2058
3777.82	-47.2486
3777.83	-47.0709
3777.83	-47.2124
3777.83	-47.2255
3777.83	-47.3045
3777.83	-47.2848
3777.83	-47.3144
3777.83	-47.6698
3777.83	-47.6467
3777.83	-47.8376
3777.83	-47.5217
3777.84	-47.3341
3777.84	-47.2124
3777.84	-47.2255
3777.84	-47.0445
3777.84	-47.084
3777.84	-47.0478
3777.84	-46.9524
3777.84	-46.7648
3777.84	-47.084
3777.84	-47.061
3777.85	-47.2058
3777.85	-47.3374
3777.85	-47.548
3777.85	-47.525
3777.85	-47.5118
3777.85	-47.4493
3777.85	-47.4756
3777.85	-47.5809
3777.85	-47.5118
3777.85	-47.4131
3777.86	-47.4032
3777.86	-47.3604
3777.86	-47.3473
3777.86	-47.2782
3777.86	-47.2716
3777.86	-47.423
3777.86	-47.604
3777.86	-47.6138
3777.86	-47.5809
3777.86	-47.7849
3777.87	-47.6928
3777.87	-47.6731
3777.87	-47.6171
3777.87	-47.5941
3777.87	-47.3275
3777.87	-47.2979
3777.87	-47.242
3777.87	-47.2782
3777.87	-47.1795
3777.87	-47.4263
3777.88	-47.2946
3777.88	-47.3012
3777.88	-47.2716
3777.88	-47.5447
3777.88	-47.5908
3777.88	-47.4789
3777.88	-47.5776
3777.88	-47.4987
3777.88	-47.469
3777.88	-47.2387
3777.89	-47.2321
3777.89	-47.1729
3777.89	-47.1992
3777.89	-47.1597
3777.89	-47.2025
3777.89	-47.3539
3777.89	-47.3802
3777.89	-47.1334
3777.89	-47.2058
3777.89	-47.2255
3777.9	-47.1531
3777.9	-47.2979
3777.9	-47.2584
3777.9	-47.3144
3777.9	-47.4756
3777.9	-47.3802
3777.9	-47.0116
3777.9	-47.0544
3777.9	-47.1169
3777.9	-46.9919
3777.91	-46.9327
3777.91	-46.982
3777.91	-46.9228
3777.91	-46.801
3777.91	-46.8701
3777.91	-46.9261
3777.91	-46.936
3777.91	-47.0051
3777.91	-47.0347
3777.91	-47.2222
3777.92	-47.1104
3777.92	-47.2091
3777.92	-47.1959
3777.92	-47.0742
3777.92	-47.1268
3777.92	-46.9228
3777.92	-46.9787
3777.92	-46.9985
3777.92	-46.982
3777.92	-47.1005
3777.93	-46.857
3777.93	-47.084
3777.93	-47.1038
3777.93	-47.2255
3777.93	-47.3572
3777.93	-47.3736
3777.93	-47.4592
3777.93	-47.5645
3777.93	-47.5579
3777.93	-47.367
3777.94	-47.242
3777.94	-47.0807
3777.94	-47.0906
3777.94	-46.9129
3777.94	-46.6595
3777.94	-46.5477
3777.94	-46.6135
3777.94	-46.6957
3777.94	-46.9261
3777.94	-47.1169
3777.95	-47.3144
3777.95	-47.3275
3777.95	-47.6105
3777.95	-47.5316
3777.95	-47.6467
3777.95	-47.5875
3777.95	-47.4526
3777.95	-47.3703
3777.95	-47.3341
3777.95	-47.219
3777.96	-47.2387
3777.96	-47.2519
3777.96	-47.0906
3777.96	-47.1564
3777.96	-47.3374
3777.96	-47.5875
3777.96	-47.6171
3777.96	-47.7027
3777.96	-47.6763
3777.96	-47.729
3777.97	-47.6599
3777.97	-47.7882
3777.97	-47.5875
3777.97	-47.219
3777.97	-47.186
3777.97	-47.1729
3777.97	-47.0972
3777.97	-47.1367
3777.97	-47.1498
3777.97	-47.1268
3777.98	-47.14
3777.98	-47.1696
3777.98	-47.2091
3777.98	-47.3012
3777.98	-47.1531
3777.98	-47.3572
3777.98	-47.4723
3777.98	-47.4328
3777.98	-47.5381
3777.98	-47.3868
3777.99	-47.3275
3777.99	-47.3736
3777.99	-47.5612
3777.99	-47.4098
3777.99	-47.5052
3777.99	-47.4756
3777.99	-47.3901
3777.99	-47.1531
3777.99	-47.3374
3777.99	-47.3703
3778	-47.2617
3778	-47.3572
3778	-47.5809
3778	-47.423
3778	-47.4263
3778	-47.3934
3778	-47.1597
3778	-47.0347
3778	-47.038
3778	-46.9195
3778.01	-46.9689
3778.01	-46.8866
3778.01	-47.0413
3778.01	-46.8669
3778.01	-46.8504
3778.01	-46.982
3778.01	-46.9952
3778.01	-47.0116
3778.01	-47.0084
3778.01	-47.2453
3778.02	-47.3275
3778.02	-47.4855
3778.02	-47.4526
3778.02	-47.2848
3778.02	-47.219
3778.02	-47.3111
3778.02	-47.2551
3778.02	-47.2453
3778.02	-47.1597
3778.02	-47.1334
3778.03	-47.1137
3778.03	-47.3703
3778.03	-47.4559
3778.03	-47.5546
3778.03	-47.4756
3778.03	-47.5546
3778.03	-47.5579
3778.03	-47.5579
3778.03	-47.6007
3778.03	-47.4789
3778.04	-47.3934
3778.04	-47.4361
3778.04	-47.4592
3778.04	-47.5875
3778.04	-47.3572
3778.04	-47.3473
3778.04	-47.2683
3778.04	-47.0149
3778.04	-47.3637
3778.04	-47.5776
3778.05	-47.7784
3778.05	-47.6402
3778.05	-47.8771
3778.05	-47.854
3778.05	-47.6895
3778.05	-47.6467
3778.05	-47.5447
3778.05	-47.65
3778.05	-47.7158
3778.05	-47.5645
3778.06	-47.5612
3778.06	-47.5184
3778.06	-47.4296
3778.06	-47.3934
3778.06	-47.3802
3778.06	-47.548
3778.06	-47.5381
3778.06	-47.3736
3778.06	-47.2749
3778.06	-47.5447
3778.07	-47.3901
3778.07	-47.6928
3778.07	-47.5381
3778.07	-47.367
3778.07	-47.4164
3778.07	-47.4328
3778.07	-47.2025
3778.07	-46.9886
3778.07	-46.8833
3778.07	-46.8274
3778.08	-46.6266
3778.08	-46.8636
3778.08	-46.9656
3778.08	-47.0709
3778.08	-47.1433
3778.08	-47.3999
3778.08	-47.2058
3778.08	-47.3144
3778.08	-47.423
3778.08	-47.1992
3778.09	-47.0314
3778.09	-47.0972
3778.09	-47.2946
3778.09	-47.3374
3778.09	-47.3111
3778.09	-47.3736
3778.09	-47.2913
3778.09	-47.0347
3778.09	-47.1169
3778.09	-47.3012
3778.1	-47.2551
3778.1	-47.4493
3778.1	-47.7158
3778.1	-47.7323
3778.1	-47.8014
3778.1	-47.6138
3778.1	-47.4296
3778.1	-47.4657
3778.1	-47.5316
3778.1	-47.4526
3778.11	-47.3604
3778.11	-47.3703
3778.11	-47.3703
3778.11	-47.3637
3778.11	-47.4065
3778.11	-47.5842
3778.11	-47.7158
3778.11	-47.7027
3778.11	-47.729
3778.11	-47.9133
3778.12	-47.8573
3778.12	-48.0975
3778.12	-47.9034
3778.12	-47.6763
3778.12	-47.7586
3778.12	-47.7389
3778.12	-47.7125
3778.12	-47.7718
3778.12	-47.5941
3778.12	-47.3802
3778.13	-47.2848
3778.13	-47.3604
3778.13	-47.548
3778.13	-47.5052
3778.13	-47.6105
3778.13	-47.5381
3778.13	-47.6698
3778.13	-47.9133
3778.13	-47.9758
3778.13	-47.6105
3778.14	-47.5941
3778.14	-47.5283
3778.14	-47.4361
3778.14	-47.5447
3778.14	-47.6928
3778.14	-47.5809
3778.14	-47.4987
3778.14	-47.3802
3778.14	-47.5645
3778.14	-47.5447
3778.15	-47.4328
3778.15	-47.5414
3778.15	-47.571
3778.15	-47.4822
3778.15	-47.6237
3778.15	-47.6862
3778.15	-47.5974
3778.15	-47.3604
3778.15	-47.3341
3778.15	-47.1169
3778.16	-47.1696
3778.16	-47.1071
3778.16	-47.219
3778.16	-47.1663
3778.16	-47.1828
3778.16	-47.3572
3778.16	-47.4723
3778.16	-47.5019
3778.16	-47.65
3778.16	-47.9725
3778.17	-47.8672
3778.17	-48.0712
3778.17	-48.0021
3778.17	-47.6994
3778.17	-47.4526
3778.17	-47.4954
3778.17	-47.4361
3778.17	-47.5414
3778.17	-47.4361
3778.17	-47.4164
3778.18	-47.1531
3778.18	-47.423
3778.18	-47.5809
3778.18	-47.8146
3778.18	-47.7553
3778.18	-47.7948
3778.18	-47.91
3778.18	-47.8146
3778.18	-47.8508
3778.18	-47.7652
3778.19	-47.6599
3778.19	-47.6204
3778.19	-47.6763
3778.19	-47.5579
3778.19	-47.5842
3778.19	-47.6072
3778.19	-47.5809
3778.19	-47.3506
3778.19	-47.5645
3778.19	-47.5776
3778.2	-47.5381
3778.2	-47.6138
3778.2	-47.706
3778.2	-47.7487
3778.2	-47.7553
3778.2	-47.7257
3778.2	-47.5217
3778.2	-47.5612
3778.2	-47.5052
3778.2	-47.2025
3778.21	-47.0084
3778.21	-47.1729
3778.21	-47.1367
3778.21	-47.1893
3778.21	-47.14
3778.21	-47.4723
3778.21	-47.4263
3778.21	-47.4361
3778.21	-47.6434
3778.21	-47.6862
3778.22	-47.6862
3778.22	-47.7389
3778.22	-47.7455
3778.22	-47.6928
3778.22	-47.7553
3778.22	-47.6731
3778.22	-47.604
3778.22	-47.5085
3778.22	-47.4361
3778.22	-47.3966
3778.23	-47.2683
3778.23	-47.4822
3778.23	-47.6336
3778.23	-47.5118
3778.23	-47.6072
3778.23	-47.6763
3778.23	-47.8869
3778.23	-47.8178
3778.23	-47.9363
3778.23	-47.808
3778.24	-47.7224
3778.24	-47.7751
3778.24	-47.6237
3778.24	-47.4592
3778.24	-47.3637
3778.24	-47.2288
3778.24	-47.1169
3778.24	-47.1038
3778.24	-47.2979
3778.24	-47.446
3778.25	-47.3868
3778.25	-47.4197
3778.25	-47.5974
3778.25	-47.8606
3778.25	-47.9659
3778.25	-47.7619
3778.25	-47.5184
3778.25	-47.3868
3778.25	-47.4263
3778.25	-47.3934
3778.26	-47.3802
3778.26	-47.2354
3778.26	-47.3703
3778.26	-47.3736
3778.26	-47.3111
3778.26	-47.525
3778.26	-47.6072
3778.26	-47.6533
3778.26	-47.5678
3778.26	-47.7586
3778.27	-47.9231
3778.27	-48.0679
3778.27	-48.0087
3778.27	-47.8902
3778.27	-47.8277
3778.27	-47.6829
3778.27	-47.5414
3778.27	-47.5809
3778.27	-47.5381
3778.27	-47.5612
3778.28	-47.4723
3778.28	-47.571
3778.28	-47.6171
3778.28	-47.7356
3778.28	-47.8705
3778.28	-48.0383
3778.28	-48.1897
3778.28	-48.0745
3778.28	-48.0877
3778.28	-47.9297
3778.29	-47.8508
3778.29	-47.7586
3778.29	-47.8837
3778.29	-47.6467
3778.29	-47.6072
3778.29	-47.5447
3778.29	-47.6533
3778.29	-47.6369
3778.29	-47.9429
3778.29	-47.8837
3778.3	-47.7389
3778.3	-47.7619
3778.3	-47.8705
3778.3	-47.8343
3778.3	-47.9001
3778.3	-47.8869
3778.3	-47.7323
3778.3	-47.8244
3778.3	-47.6829
3778.3	-47.7849
3778.31	-47.7487
3778.31	-47.7389
3778.31	-47.6829
3778.31	-47.4427
3778.31	-47.4493
3778.31	-47.6665
3778.31	-47.8376
3778.31	-47.8902
3778.31	-48.0548
3778.31	-47.989
3778.32	-48.0844
3778.32	-48.0712
3778.32	-47.9824
3778.32	-47.8771
3778.32	-47.9396
3778.32	-48.0646
3778.32	-48.012
3778.32	-48.0877
3778.32	-47.9133
3778.32	-47.831
3778.33	-47.627
3778.33	-47.7191
3778.33	-47.8771
3778.33	-48.1239
3778.33	-48.0975
3778.33	-47.9758
3778.33	-47.9363
3778.33	-47.933
3778.33	-48.0219
3778.33	-48.0679
3778.34	-47.8573
3778.34	-47.7816
3778.34	-47.8277
3778.34	-48.0087
3778.34	-48.1502
3778.34	-48.193
3778.34	-48.137
3778.34	-47.9034
3778.34	-48.0712
3778.34	-48.0614
3778.35	-48.0943
3778.35	-48.2719
3778.35	-48.3246
3778.35	-48.3279
3778.35	-48.5484
3778.35	-48.5451
3778.35	-48.1535
3778.35	-48.0186
3778.35	-47.8837
3778.35	-47.8639
3778.36	-47.9363
3778.36	-47.9133
3778.36	-48.1272
3778.36	-48.0219
3778.36	-47.933
3778.36	-48.1436
3778.36	-48.3345
3778.36	-48.2752
3778.36	-48.2555
3778.36	-48.3213
3778.37	-48.1699
3778.37	-48.0745
3778.37	-48.193
3778.37	-48.0679
3778.37	-48.0186
3778.37	-47.8902
3778.37	-47.8211
3778.37	-47.6862
3778.37	-47.604
3778.37	-47.7257
3778.38	-47.4855
3778.38	-47.7257
3778.38	-47.7652
3778.38	-47.9166
3778.38	-47.7784
3778.38	-47.8771
3778.38	-48.0943
3778.38	-48.1305
3778.38	-48.114
3778.38	-47.9955
3778.39	-47.8738
3778.39	-47.8146
3778.39	-47.8244
3778.39	-47.989
3778.39	-47.9495
3778.39	-47.9955
3778.39	-47.854
3778.39	-47.752
3778.39	-47.9626
3778.39	-48.0219
3778.4	-48.1601
3778.4	-48.4266
3778.4	-48.4102
3778.4	-48.4793
3778.4	-48.6537
3778.4	-48.6734
3778.4	-48.318
3778.4	-48.114
3778.4	-48.1601
3778.4	-48.012
3778.41	-48.0186
3778.41	-48.1041
3778.41	-48.2423
3778.41	-48.1074
3778.41	-48.1897
3778.41	-48.42
3778.41	-48.2818
3778.41	-48.2917
3778.41	-48.4003
3778.41	-48.6471
3778.42	-48.8116
3778.42	-48.7359
3778.42	-48.499
3778.42	-48.2719
3778.42	-48.1239
3778.42	-48.0811
3778.42	-48.1469
3778.42	-48.1074
3778.42	-47.9396
3778.42	-47.9659
3778.43	-47.8869
3778.43	-47.989
3778.43	-48.1239
3778.43	-48.3081
3778.43	-48.1436
3778.43	-48.5418
3778.43	-48.6833
3778.43	-48.6372
3778.43	-48.4793
3778.43	-48.1107
3778.44	-47.9725
3778.44	-47.9626
3778.44	-47.9857
3778.44	-47.9462
3778.44	-48.0515
3778.44	-47.9857
3778.44	-47.8508
3778.44	-47.6007
3778.44	-47.9133
3778.44	-48.035
3778.45	-48.0252
3778.45	-47.9626
3778.45	-48.193
3778.45	-48.193
3778.45	-48.3542
3778.45	-48.2818
3778.45	-48.2325
3778.45	-48.0252
3778.45	-47.9067
3778.45	-47.8178
3778.46	-47.831
3778.46	-47.7882
3778.46	-47.8146
3778.46	-47.7389
3778.46	-47.7027
3778.46	-47.8639
3778.46	-47.7981
3778.46	-47.7784
3778.46	-47.8047
3778.46	-48.0219
3778.47	-48.1337
3778.47	-48.4233
3778.47	-48.3312
3778.47	-48.2028
3778.47	-48.1699
3778.47	-48.0712
3778.47	-47.7158
3778.47	-47.9001
3778.47	-47.729
3778.47	-47.831
3778.48	-47.4822
3778.48	-47.4888
3778.48	-47.5579
3778.48	-47.627
3778.48	-47.8442
3778.48	-48.0811
3778.48	-48.0679
3778.48	-47.9824
3778.48	-47.9133
3778.48	-47.8146
3778.49	-47.7093
3778.49	-47.7652
3778.49	-47.8014
3778.49	-47.6467
3778.49	-47.4625
3778.49	-47.4559
3778.49	-47.5381
3778.49	-47.3572
3778.49	-47.6105
3778.49	-47.7586
3778.5	-47.7948
3778.5	-47.7981
3778.5	-47.8178
3778.5	-47.7356
3778.5	-47.7158
3778.5	-47.6731
3778.5	-47.5217
3778.5	-47.5019
3778.5	-47.3539
3778.5	-47.3374
3778.51	-47.5052
3778.51	-47.4164
3778.51	-47.3506
3778.51	-47.2848
3778.51	-47.1696
3778.51	-47.2387
3778.51	-47.3111
3778.51	-47.4263
3778.51	-47.5316
3778.51	-47.752
3778.52	-47.8178
3778.52	-47.8837
3778.52	-47.7816
3778.52	-47.6599
3778.52	-47.4888
3778.52	-47.4559
3778.52	-47.5052
3778.52	-47.2519
3778.52	-47.2519
3778.52	-47.219
3778.53	-47.1597
3778.53	-47.3177
3778.53	-47.4657
3778.53	-47.6796
3778.53	-47.6402
3778.53	-47.7586
3778.53	-47.5974
3778.53	-47.4822
3778.53	-47.6072
3778.53	-47.163
3778.54	-47.0478
3778.54	-47.0347
3778.54	-47.0413
3778.54	-47.1762
3778.54	-47.1038
3778.54	-47.0248
3778.54	-46.959
3778.54	-46.9031
3778.54	-46.9689
3778.54	-47.1169
3778.55	-47.0676
3778.55	-47.3045
3778.55	-47.3736
3778.55	-47.3473
3778.55	-47.5019
3778.55	-47.3045
3778.55	-47.038
3778.55	-46.9162
3778.55	-46.8372
3778.55	-46.6299
3778.56	-46.6727
3778.56	-46.7155
3778.56	-46.7352
3778.56	-46.6398
3778.56	-46.4259
3778.56	-46.755
3778.56	-46.7583
3778.56	-46.7978
3778.56	-46.857
3778.56	-46.8504
3778.57	-46.9656
3778.57	-46.982
3778.57	-46.9261
3778.57	-46.7221
3778.57	-46.7517
3778.57	-46.8701
3778.57	-46.7089
3778.57	-46.7978
3778.57	-46.7254
3778.57	-46.6069
3778.58	-46.4654
3778.58	-46.3897
3778.58	-46.5477
3778.58	-46.7583
3778.58	-46.7912
3778.58	-46.8866
3778.58	-46.8175
3778.58	-46.7517
3778.58	-46.8965
3778.58	-46.6365
3778.59	-46.3864
3778.59	-46.3239
3778.59	-46.3766
3778.59	-46.3568
3778.59	-46.4226
3778.59	-46.4654
3778.59	-46.3436
3778.59	-46.0804
3778.59	-46.3535
3778.59	-46.5674
3778.6	-46.6135
3778.6	-46.597
3778.6	-46.7023
3778.6	-46.5674
3778.6	-46.5806
3778.6	-46.7023
3778.6	-46.472
3778.6	-46.4819
3778.6	-46.4095
3778.6	-46.2022
3778.61	-46.1857
3778.61	-46.1824
3778.61	-46.1824
3778.61	-46.3766
3778.61	-46.3107
3778.61	-46.4687
3778.61	-46.7648
3778.61	-46.7089
3778.61	-46.7517
3778.61	-46.8833
3778.62	-46.8043
3778.62	-46.8504
3778.62	-46.7023
3778.62	-46.6201
3778.62	-46.5444
3778.62	-46.5312
3778.62	-46.4917
3778.62	-46.4226
3778.62	-46.5345
3778.62	-46.3338
3778.63	-46.189
3778.63	-46.4325
3778.63	-46.5904
3778.63	-46.6925
3778.63	-46.6332
3778.63	-46.9261
3778.63	-46.936
3778.63	-46.9096
3778.63	-46.9294
3778.63	-46.7056
3778.64	-46.6563
3778.64	-46.5773
3778.64	-46.4095
3778.64	-46.1561
3778.64	-46.1232
3778.64	-46.2581
3778.64	-46.2153
3778.64	-46.0179
3778.64	-46.2943
3778.64	-46.4851
3778.65	-46.5148
3778.65	-46.3996
3778.65	-46.5049
3778.65	-46.5312
3778.65	-46.5016
3778.65	-46.4325
3778.65	-46.2219
3778.65	-46.0804
3778.65	-46.1166
3778.65	-46.3798
3778.66	-46.4522
3778.66	-46.4193
3778.66	-46.3864
3778.66	-46.268
3778.66	-46.4819
3778.66	-46.4753
3778.66	-46.6168
3778.66	-46.3996
3778.66	-46.6266
3778.66	-46.6003
3778.67	-46.6595
3778.67	-46.7188
3778.67	-46.6431
3778.67	-46.3601
3778.67	-46.2844
3778.67	-46.3996
3778.67	-46.4687
3778.67	-46.2548
3778.67	-46.3338
3778.67	-46.2153
3778.68	-46.2614
3778.68	-46.2318
3778.68	-46.2087
3778.68	-46.3338
3778.68	-46.393
3778.68	-46.5082
3778.68	-46.8274
3778.68	-46.7319
3778.68	-46.7319
3778.68	-46.6859
3778.69	-46.5279
3778.69	-46.4292
3778.69	-46.2943
3778.69	-46.3667
3778.69	-46.3766
3778.69	-46.4128
3778.69	-46.37
3778.69	-46.2416
3778.69	-46.5115
3778.69	-46.7385
3778.7	-46.6563
3778.7	-46.7451
3778.7	-46.9129
3778.7	-46.959
3778.7	-46.9853
3778.7	-47.0676
3778.7	-46.7681
3778.7	-46.7681
3778.7	-46.6859
3778.7	-46.7287
3778.71	-46.7056
3778.71	-46.7089
3778.71	-46.5707
3778.71	-46.416
3778.71	-46.4325
3778.71	-46.5575
3778.71	-46.6859
3778.71	-46.7912
3778.71	-46.8043
3778.71	-46.8866
3778.72	-46.7912
3778.72	-46.9524
3778.72	-46.6694
3778.72	-46.4062
3778.72	-46.3864
3778.72	-46.4095
3778.72	-46.3404
3778.72	-46.5115
3778.72	-46.2022
3778.72	-46.2482
3778.73	-46.2548
3778.73	-46.5674
3778.73	-46.699
3778.73	-46.6201
3778.73	-46.5839
3778.73	-46.6727
3778.73	-46.6957
3778.73	-46.8701
3778.73	-46.8669
3778.73	-46.5477
3778.74	-46.6266
3778.74	-46.6299
3778.74	-46.3371
3778.74	-46.3436
3778.74	-46.3239
3778.74	-46.3206
3778.74	-46.0113
3778.74	-46.0146
3778.74	-46.3568
3778.74	-46.416
3778.75	-46.5937
3778.75	-46.6332
3778.75	-46.6563
3778.75	-46.6003
3778.75	-46.6727
3778.75	-46.7945
3778.75	-46.5312
3778.75	-46.4391
3778.75	-46.4095
3778.75	-46.3535
3778.76	-46.3897
3778.76	-46.3634
3778.76	-46.5345
3778.76	-46.3634
3778.76	-46.3766
3778.76	-46.5049
3778.76	-46.5872
3778.76	-46.6234
3778.76	-46.4489
3778.76	-46.6168
3778.77	-46.6036
3778.77	-46.6431
3778.77	-46.5839
3778.77	-46.4555
3778.77	-46.2713
3778.77	-46.2943
3778.77	-46.3075
3778.77	-46.4851
3778.77	-46.4193
3778.77	-46.2976
3778.78	-46.1725
3778.78	-46.3897
3778.78	-46.3272
3778.78	-46.4555
3778.78	-46.6431
3778.78	-46.755
3778.78	-46.8603
3778.78	-46.7023
3778.78	-46.8636
3778.78	-46.5674
3778.79	-46.4457
3778.79	-46.2383
3778.79	-46.0837
3778.79	-46.1298
3778.79	-46.1034
3778.79	-46.2943
3778.79	-46.1989
3778.79	-45.9159
3778.79	-46.0146
3778.79	-46.1923
3778.8	-46.3568
3778.8	-46.3634
3778.8	-46.4555
3778.8	-46.6234
3778.8	-46.6694
3778.8	-46.5608
3778.8	-46.4588
3778.8	-46.3864
3778.8	-46.3766
3778.8	-46.2844
3778.81	-46.1462
3778.81	-46.0936
3778.81	-46.1857
3778.81	-46.1232
3778.81	-45.9422
3778.81	-45.9948
3778.81	-46.3305
3778.81	-46.5806
3778.81	-46.676
3778.81	-46.7813
3778.82	-46.6661
3778.82	-46.7813
3778.82	-46.5839
3778.82	-46.5148
3778.82	-46.3568
3778.82	-46.1692
3778.82	-46.11
3778.82	-45.9883
3778.82	-46.0409
3778.82	-46.031
3778.83	-46.0212
