time3	em3
8613.751	-6.21483
8613.752	-6.38594
8613.753	-6.47149
8613.754	-6.58008
8613.755	-6.64589
8613.756	-6.80713
8613.757	-6.58995
8613.758	-6.96837
8613.759	-7.36324
8613.760	-7.59029
8613.761	-7.79102
8613.762	-8.30106
8613.763	-8.45242
8613.764	-8.52482
8613.765	-8.86375
8613.766	-8.81768
8613.767	-8.9164
8613.768	-8.89994
8613.769	-8.91969
8613.770	-8.79465
8613.771	-8.57418
8613.772	-8.71896
8613.773	-8.70909
8613.774	-8.40636
8613.775	-8.65973
8613.776	-8.89336
8613.777	-8.90653
8613.778	-9.06447
8613.779	-9.22571
8613.780	-9.37708
8613.781	-9.52187
8613.782	-9.57451
8613.783	-9.49554
8613.784	-9.46263
8613.785	-9.44947
8613.786	-9.64362
8613.787	-9.46922
8613.788	-9.48567
8613.789	-9.48896
8613.790	-9.32114
8613.791	-9.21255
8613.792	-9.49554
8613.793	-9.54819
8613.794	-9.48567
8613.795	-9.85092
8613.796	-9.93648
8613.797	-9.81144
8613.798	-9.83776
8613.799	-9.79827
8613.800	-9.55148
8613.801	-9.36721
8613.802	-9.60742
8613.803	-9.52516
8613.804	-9.55148
8613.805	-9.53174
8613.806	-9.20597
8613.807	-9.03486
8613.808	-9.33101
8613.809	-9.56793
8613.810	-9.67323
8613.811	-9.80815
8613.812	-9.91344
8613.813	-10.0418
8613.814	-9.9628
8613.815	-10.0549
8613.816	-9.87067
8613.817	-9.70943
8613.818	-9.68639
8613.819	-9.71272
8613.820	-9.62058
8613.821	-9.53832
8613.822	-9.72917
8613.823	-9.4396
8613.824	-9.48238
8613.825	-9.55806
8613.826	-9.50541
8613.827	-9.63375
8613.828	-9.74563
8613.829	-9.88712
8613.830	-9.93648
8613.831	-9.95293
8613.832	-9.80486
8613.833	-9.55806
8613.834	-9.25204
8613.835	-9.50541
8613.836	-9.52516
8613.837	-9.21913
8613.838	-8.85059
8613.839	-8.98879
8613.840	-9.04144
8613.841	-9.11712
8613.842	-9.32443
8613.843	-9.29481
8613.844	-9.40011
8613.845	-9.73575
8613.846	-10.1372
8613.847	-10.0286
8613.848	-10.1142
8613.849	-10.022
8613.850	-9.91015
8613.851	-9.88712
8613.852	-9.98913
8613.853	-9.83118
8613.854	-9.73904
8613.855	-9.64033
8613.856	-9.72917
8613.857	-9.70943
8613.858	-9.83447
8613.859	-10.0253
8613.860	-10.0122
8613.861	-9.95951
8613.862	-10.1701
8613.863	-10.4005
8613.864	-10.3708
8613.865	-10.6472
8613.866	-10.5354
8613.867	-10.4696
8613.868	-10.2425
8613.869	-10.0648
8613.870	-9.84434
8613.871	-9.78182
8613.872	-9.85092
8613.873	-9.79169
8613.874	-9.72259
8613.875	-9.92003
8613.876	-9.95622
8613.877	-10.1635
8613.878	-10.3346
8613.879	-10.5683
8613.880	-10.3346
8613.881	-10.2655
8613.882	-10.2919
8613.883	-10.0187
8613.884	-10.0549
8613.885	-9.80815
8613.886	-9.62387
8613.887	-9.63375
8613.888	-9.57122
8613.889	-9.59755
8613.890	-9.61729
8613.891	-9.63375
8613.892	-9.73575
8613.893	-9.7555
8613.894	-9.86409
8613.895	-10.0418
8613.896	-10.1273
8613.897	-10.2326
8613.898	-10.2655
8613.899	-10.2919
8613.900	-10.1866
8613.901	-10.0549
8613.902	-10.0187
8613.903	-10.0878
8613.904	-9.8937
8613.905	-9.82131
8613.906	-9.82131
8613.907	-9.54161
8613.908	-9.64033
8613.909	-9.55477
8613.910	-9.46922
8613.911	-9.68639
8613.912	-9.88712
8613.913	-10.0648
8613.914	-10.18
8613.915	-10.1273
8613.916	-9.91674
8613.917	-9.88054
8613.918	-9.9299
8613.919	-9.96938
8613.920	-9.87396
8613.921	-9.83776
8613.922	-9.87396
8613.923	-9.84434
8613.924	-9.59426
8613.925	-9.7884
8613.926	-9.95622
8613.927	-9.9299
8613.928	-10.2754
8613.929	-10.509
8613.930	-10.7131
8613.931	-10.7986
8613.932	-10.9335
8613.933	-10.5847
8613.934	-10.2754
8613.935	-10.1438
8613.936	-10.0516
8613.937	-9.95293
8613.938	-9.76537
8613.939	-9.96938
8613.940	-9.95951
8613.941	-10.0878
8613.942	-10.2886
8613.943	-10.2326
8613.944	-10.3083
8613.945	-10.4696
8613.946	-10.7098
8613.947	-10.769
8613.948	-10.7163
8613.949	-10.5255
8613.950	-10.3149
8613.951	-10.1701
8613.952	-10.0516
8613.953	-10.1734
8613.954	-10.2622
8613.955	-10.1175
8613.956	-9.95293
8613.957	-9.77524
8613.958	-10.1306
8613.959	-10.2096
8613.960	-10.1701
8613.961	-10.3577
8613.962	-10.5847
8613.963	-10.6834
8613.964	-10.7361
8613.965	-10.7525
8613.966	-10.5617
8613.967	-10.4597
8613.968	-10.3873
8613.969	-10.2359
8613.970	-10.1602
8613.971	-10.1537
8613.972	-10.1964
8613.973	-10.0977
8613.974	-10.0516
8613.975	-10.1668
8613.976	-10.3083
8613.977	-10.2787
8613.978	-10.3281
8613.979	-10.361
8613.980	-10.3182
8613.981	-10.4564
8613.982	-10.3083
8613.983	-10.0549
8613.984	-9.76208
8613.985	-9.81144
8613.986	-9.77195
8613.987	-9.79169
8613.988	-9.83447
8613.989	-9.92003
8613.990	-9.76537
8613.991	-9.79169
8613.992	-9.77853
8613.993	-9.96938
8613.994	-9.93648
8613.995	-10.3116
8613.996	-10.2524
8613.997	-10.4136
8613.998	-10.4268
8613.999	-10.4169
8614.000	-10.1043
8614.001	-9.95951
8614.002	-9.86409
8614.003	-9.84434
8614.004	-9.92003
8614.005	-9.87067
8614.006	-9.74233
8614.007	-9.63045
8614.008	-9.85092
8614.009	-9.98584
8614.010	-9.98255
8614.011	-10.101
8614.012	-10.2425
8614.013	-10.4103
8614.014	-10.2392
8614.015	-10.4564
8614.016	-10.2853
8614.017	-10.203
8614.018	-10.1208
8614.019	-10.0056
8614.020	-9.69956
8614.021	-9.69298
8614.022	-9.7193
8614.023	-9.54819
8614.024	-9.60413
8614.025	-9.92332
8614.026	-9.92661
8614.027	-9.97926
8614.028	-10.2853
8614.029	-10.4465
8614.030	-10.361
8614.031	-10.5716
8614.032	-10.259
8614.033	-10.0516
8614.034	-9.84434
8614.035	-9.90028
8614.036	-9.84434
8614.037	-9.80157
8614.038	-9.62058
8614.039	-9.53503
8614.040	-9.43631
8614.041	-9.55477
8614.042	-9.79827
8614.043	-9.90028
8614.044	-10.0385
8614.045	-10.1405
8614.046	-10.3215
8614.047	-10.1504
8614.048	-10.2853
8614.049	-10.2293
8614.050	-9.94964
8614.051	-9.91674
8614.052	-9.93977
8614.053	-9.83118
8614.054	-9.69627
8614.055	-9.83776
8614.056	-9.85092
8614.057	-9.60742
8614.058	-9.78511
8614.059	-9.88712
8614.060	-9.86409
8614.061	-10.0089
8614.062	-10.2359
8614.063	-10.3643
8614.064	-10.3643
8614.065	-10.3511
8614.066	-10.2195
8614.067	-10.0681
8614.068	-10.1767
8614.069	-10.2293
8614.070	-10.0484
8614.071	-9.67652
8614.072	-9.60742
8614.073	-9.51857
8614.074	-9.43302
8614.075	-9.60413
8614.076	-9.79169
8614.077	-10.0549
8614.078	-10.2557
8614.079	-10.4399
8614.080	-10.5156
8614.081	-10.4696
8614.082	-10.3017
8614.083	-10.1142
8614.084	-10.0253
8614.085	-10.0451
8614.086	-9.8608
8614.087	-9.72917
8614.088	-9.56793
8614.089	-9.57781
8614.090	-9.36721
8614.091	-9.39682
8614.092	-9.65349
8614.093	-9.71601
8614.094	-9.68639
8614.095	-9.82789
8614.096	-10.0352
8614.097	-9.99242
8614.098	-9.87725
8614.099	-9.5811
8614.100	-9.39024
8614.101	-9.32114
8614.102	-9.15003
8614.103	-9.08093
8614.104	-9.21584
8614.105	-9.15003
8614.106	-9.04802
8614.107	-9.12041
8614.108	-9.40011
8614.109	-9.5449
8614.110	-9.71272
8614.111	-9.80157
8614.112	-10.1767
8614.113	-10.4465
8614.114	-10.5749
8614.115	-10.611
8614.116	-10.5354
8614.117	-10.4103
8614.118	-10.361
8614.119	-10.2326
8614.120	-10.1964
8614.121	-10.0714
8614.122	-10.0582
8614.123	-9.92003
8614.124	-9.80815
8614.125	-9.90028
8614.126	-9.95622
8614.127	-9.79827
8614.128	-10.0714
8614.129	-10.2063
8614.130	-10.1866
8614.131	-10.3939
8614.132	-10.2359
8614.133	-10.0385
8614.134	-9.74892
8614.135	-9.90686
8614.136	-9.99571
8614.137	-10.0253
8614.138	-9.71601
8614.139	-9.74563
8614.140	-9.6502
8614.141	-9.57781
8614.142	-9.73575
8614.143	-10.0418
8614.144	-10.124
8614.145	-10.1471
8614.146	-10.1076
8614.147	-10.2524
8614.148	-10.4103
8614.149	-10.384
8614.150	-10.2359
8614.151	-10.2063
8614.152	-10.0878
8614.153	-9.99242
8614.154	-10.0516
8614.155	-9.91674
8614.156	-9.72917
8614.157	-9.34417
8614.158	-9.61729
8614.159	-9.56793
8614.160	-9.54161
8614.161	-9.57781
8614.162	-9.99242
8614.163	-10.1701
8614.164	-10.2063
8614.165	-10.3313
8614.166	-10.1537
8614.167	-10.2326
8614.168	-10.1372
8614.169	-9.92003
8614.170	-9.70285
8614.171	-9.74233
8614.172	-9.79827
8614.173	-9.43302
8614.174	-9.24875
8614.175	-9.63045
8614.176	-9.73575
8614.177	-9.68639
8614.178	-9.79498
8614.179	-9.88383
8614.180	-9.52187
8614.181	-9.53174
8614.182	-9.57451
8614.183	-9.72588
8614.184	-9.45605
8614.185	-9.48567
8614.186	-9.42315
8614.187	-9.26191
8614.188	-9.17635
8614.189	-9.09738
8614.190	-9.09738
8614.191	-9.24875
8614.192	-9.61729
8614.193	-9.77524
8614.194	-9.8246
8614.195	-9.91015
8614.196	-9.98584
8614.197	-9.98913
8614.198	-10.0286
8614.199	-9.97268
8614.200	-9.8608
8614.201	-9.59097
8614.202	-9.42973
8614.203	-9.2652
8614.204	-9.32443
8614.205	-9.32114
8614.206	-9.15661
8614.207	-9.04144
8614.208	-9.51528
8614.209	-9.7884
8614.210	-9.96609
8614.211	-10.124
8614.212	-10.4531
8614.213	-10.2853
8614.214	-10.4531
8614.215	-10.4663
8614.216	-10.3544
8614.217	-10.3116
8614.218	-10.4366
8614.219	-10.3379
8614.220	-10.1997
8614.221	-10.2063
8614.222	-10.3873
8614.223	-10.1602
8614.224	-10.0253
8614.225	-10.0451
8614.226	-10.5551
8614.227	-10.7591
8614.228	-10.9105
8614.229	-11.0783
8614.230	-11.2757
8614.231	-11.1178
8614.232	-10.9533
8614.233	-10.8907
8614.234	-10.6538
8614.235	-10.6538
8614.236	-10.5781
8614.237	-10.3511
8614.238	-10.2721
8614.239	-10.3708
8614.240	-10.3313
8614.241	-10.3182
8614.242	-10.3379
8614.243	-10.588
8614.244	-10.7723
8614.245	-10.7756
8614.246	-10.6933
8614.247	-10.7493
8614.248	-10.7986
8614.249	-10.7953
8614.250	-10.667
8614.251	-10.4728
8614.252	-10.1767
8614.253	-10.3281
8614.254	-10.0747
8614.255	-9.82131
8614.256	-9.84434
8614.257	-9.62058
8614.258	-10.0484
8614.259	-10.2228
8614.260	-10.2688
8614.261	-10.407
8614.262	-10.8644
8614.263	-11.2988
8614.264	-11.2757
8614.265	-11.3613
8614.266	-11.0783
8614.267	-10.8315
8614.268	-10.6242
8614.269	-10.6472
8614.270	-10.5847
8614.271	-10.4465
8614.272	-10.4926
8614.273	-10.5814
8614.274	-10.4037
8614.275	-10.5485
8614.276	-10.6999
8614.277	-10.7887
8614.278	-10.9533
8614.279	-11.2428
8614.280	-11.1606
8614.281	-11.2461
8614.282	-11.233
8614.283	-11.0257
8614.284	-10.6802
8614.285	-10.7624
8614.286	-10.848
8614.287	-10.7098
8614.288	-10.5551
8614.289	-10.565
8614.290	-10.4235
8614.291	-10.2293
8614.292	-10.2458
8614.293	-10.4301
8614.294	-10.6703
8614.295	-10.8546
8614.296	-11.0059
8614.297	-10.973
8614.298	-10.9039
8614.299	-10.8611
8614.300	-10.8282
8614.301	-10.8907
8614.302	-10.9566
8614.303	-11.0092
8614.304	-10.9434
8614.305	-10.7855
8614.306	-10.5814
8614.307	-10.3149
8614.308	-10.5716
8614.309	-10.8381
8614.310	-10.7098
8614.311	-10.6966
8614.312	-11.1803
8614.313	-11.3909
8614.314	-11.2461
8614.315	-11.4929
8614.316	-11.4238
8614.317	-11.233
8614.318	-11.1079
8614.319	-11.0948
8614.320	-10.9006
8614.321	-10.5749
8614.322	-10.6505
8614.323	-10.4334
8614.324	-10.3741
8614.325	-10.5749
8614.326	-10.6736
8614.327	-10.7855
8614.328	-11.0652
8614.329	-11.516
8614.330	-11.6246
8614.331	-11.743
8614.332	-11.5357
8614.333	-11.2001
8614.334	-11.1408
8614.335	-11.1244
8614.336	-11.029
8614.337	-11.1013
8614.338	-11.0553
8614.339	-11.0849
8614.340	-10.8776
8614.341	-11.0125
8614.342	-11.3185
8614.343	-11.539
8614.344	-11.5258
8614.345	-11.6607
8614.346	-11.8351
8614.347	-11.8812
8614.348	-11.9174
8614.349	-11.6575
8614.350	-11.5258
8614.351	-11.6344
8614.352	-11.4501
8614.353	-11.0092
8614.354	-10.8809
8614.355	-10.9302
8614.356	-10.9895
8614.357	-10.7558
8614.358	-11.0125
8614.359	-11.3547
8614.360	-11.3317
8614.361	-11.3481
8614.362	-11.5291
8614.363	-11.4995
8614.364	-11.5719
8614.365	-11.5587
8614.366	-11.1672
8614.367	-11.1968
8614.368	-11.1507
8614.369	-11.0717
8614.370	-10.9796
8614.371	-10.9533
8614.372	-11.1639
8614.373	-11.2001
8614.374	-11.0421
8614.375	-11.2593
8614.376	-11.2264
8614.377	-11.0684
8614.378	-11.2066
8614.379	-11.4304
8614.380	-11.4469
8614.381	-11.4436
8614.382	-11.2955
8614.383	-11.0487
8614.384	-10.8578
8614.385	-10.7624
8614.386	-10.5123
8614.387	-10.3313
8614.388	-10.1043
8614.389	-10.259
8614.390	-9.999
8614.391	-10.0089
8614.392	-10.2721
8614.393	-10.5979
8614.394	-10.6078
8614.395	-10.996
8614.396	-11.2823
8614.397	-11.2725
8614.398	-11.2198
8614.399	-11.3745
8614.400	-11.437
8614.401	-11.4107
8614.402	-11.3712
8614.403	-11.3613
8614.404	-11.3843
8614.405	-11.3712
8614.406	-11.3843
8614.407	-11.2066
8614.408	-11.5127
8614.409	-11.6311
8614.410	-11.7233
8614.411	-11.9404
8614.412	-12.1116
8614.413	-12.0457
8614.414	-12.1741
8614.415	-12.0359
8614.416	-11.8779
8614.417	-11.6476
8614.418	-11.5587
8614.419	-11.5851
8614.420	-11.562
8614.421	-11.3514
8614.422	-11.437
8614.423	-11.358
8614.424	-11.1013
8614.425	-11.2297
8614.426	-11.3021
8614.427	-11.4995
8614.428	-11.7463
8614.429	-12.0819
8614.430	-12.0984
8614.431	-12.0984
8614.432	-11.8944
8614.433	-11.9141
8614.434	-11.9503
8614.435	-11.7068
8614.436	-11.6575
8614.437	-11.6443
8614.438	-11.5818
8614.439	-11.4699
8614.440	-11.3119
8614.441	-11.3317
8614.442	-11.4995
8614.443	-11.6937
8614.444	-11.5587
8614.445	-11.5587
8614.446	-11.4831
8614.447	-11.2626
8614.448	-11.4238
8614.449	-11.358
8614.450	-11.2527
8614.451	-11.279
8614.452	-11.3021
8614.453	-11.3481
8614.454	-11.3514
8614.455	-11.3843
8614.456	-11.4896
8614.457	-11.0224
8614.458	-11.3021
8614.459	-11.4205
8614.460	-11.2461
8614.461	-11.2725
8614.462	-11.3218
8614.463	-11.3909
8614.464	-11.3909
8614.465	-11.3679
8614.466	-11.1836
8614.467	-11.2066
8614.468	-11.1704
8614.469	-10.8184
8614.470	-10.8019
8614.471	-10.8151
8614.472	-11.0684
8614.473	-10.9631
8614.474	-10.9862
8614.475	-11.154
8614.476	-11.2099
8614.477	-11.177
8614.478	-11.4633
8614.479	-11.6246
8614.480	-11.6739
8614.481	-11.7924
8614.482	-11.5423
8614.483	-11.2297
8614.484	-10.9862
8614.485	-10.8776
8614.486	-11.0553
8614.487	-11.131
8614.488	-11.1672
8614.489	-11.0026
8614.490	-10.8118
8614.491	-10.8348
8614.492	-10.9862
8614.493	-11.1145
8614.494	-11.1244
8614.495	-11.3218
8614.496	-11.3712
8614.497	-11.1211
8614.498	-11.2001
8614.499	-11.2034
8614.500	-11.0322
8614.501	-11.2198
8614.502	-10.9533
8614.503	-10.8776
8614.504	-10.7196
8614.505	-10.667
8614.506	-10.6242
8614.507	-10.4728
8614.508	-10.5354
8614.509	-10.7032
8614.510	-10.9302
8614.511	-11.0915
8614.512	-11.256
8614.513	-11.46
8614.514	-11.4238
8614.515	-11.5324
8614.516	-11.3185
8614.517	-11.1013
8614.518	-10.7229
8614.519	-10.5452
8614.520	-10.5288
8614.521	-10.7295
8614.522	-10.8085
8614.523	-10.8019
8614.524	-10.7657
8614.525	-11.1836
8614.526	-11.1606
8614.527	-11.1244
8614.528	-11.1112
8614.529	-11.2626
8614.530	-11.46
8614.531	-11.6114
8614.532	-11.7167
8614.533	-11.7068
8614.534	-11.4534
8614.535	-11.414
8614.536	-11.6476
8614.537	-11.6871
8614.538	-11.6575
8614.539	-11.5818
8614.540	-11.1375
8614.541	-11.2527
8614.542	-11.3449
8614.543	-11.6542
8614.544	-11.3712
8614.545	-11.3021
8614.546	-11.4567
8614.547	-11.3712
8614.548	-11.3251
8614.549	-11.1441
8614.550	-10.9566
8614.551	-10.9928
8614.552	-10.7789
8614.553	-10.4498
8614.554	-10.3807
8614.555	-10.3972
8614.556	-10.259
8614.557	-10.1668
8614.558	-10.2524
8614.559	-10.4498
8614.560	-10.7196
8614.561	-10.8249
8614.562	-10.9138
8614.563	-11.0652
8614.564	-11.0059
8614.565	-11.1013
8614.566	-10.9401
8614.567	-10.9829
8614.568	-10.8249
8614.569	-10.5518
8614.570	-10.3741
8614.571	-10.1569
8614.572	-10.2655
8614.573	-10.2491
8614.574	-10.022
8614.575	-10.2622
8614.576	-10.361
8614.577	-10.5156
8614.578	-10.9237
8614.579	-11.0915
8614.580	-11.1803
8614.581	-11.3251
8614.582	-11.2988
8614.583	-11.075
8614.584	-10.9302
8614.585	-10.9204
8614.586	-10.8414
8614.587	-10.7394
8614.588	-10.8776
8614.589	-10.792
8614.590	-10.5452
8614.591	-10.7493
8614.592	-10.8151
8614.593	-11.0191
8614.594	-11.2132
8614.595	-11.6048
8614.596	-11.6937
8614.597	-11.5028
8614.598	-11.5324
8614.599	-11.6213
8614.600	-11.233
8614.601	-11.1112
8614.602	-10.8743
8614.603	-10.6966
8614.604	-10.8973
8614.605	-10.7723
8614.606	-10.6505
8614.607	-10.4498
8614.608	-10.8052
8614.609	-11.0026
8614.610	-11.2132
8614.611	-11.3778
8614.612	-11.7167
8614.613	-12.1181
8614.614	-12.1148
8614.615	-12.1576
8614.616	-12.2366
8614.617	-12.1214
8614.618	-12.0885
8614.619	-11.8845
8614.620	-11.7002
8614.621	-11.7101
8614.622	-11.7891
8614.623	-11.6311
8614.624	-11.562
8614.625	-11.8319
8614.626	-11.9339
8614.627	-11.822
8614.628	-11.8582
8614.629	-11.9339
8614.630	-11.8681
8614.631	-11.8681
8614.632	-11.8351
8614.633	-11.5851
8614.634	-11.5291
8614.635	-11.4436
8614.636	-11.618
8614.637	-11.5587
8614.638	-11.5587
8614.639	-11.562
8614.640	-11.3843
8614.641	-11.5719
8614.642	-11.8483
8614.643	-11.9141
8614.644	-12.0063
8614.645	-12.1675
8614.646	-12.3616
8614.647	-12.2234
8614.648	-12.4801
8614.649	-12.3386
8614.650	-12.2498
8614.651	-12.4571
8614.652	-12.4143
8614.653	-12.3945
8614.654	-12.3123
8614.655	-12.0128
8614.656	-11.8351
8614.657	-11.5916
8614.658	-11.7496
8614.659	-11.6607
8614.660	-11.8549
8614.661	-11.8582
8614.662	-12.1445
8614.663	-12.1412
8614.664	-12.1214
8614.665	-12.0359
8614.666	-11.766
8614.667	-11.7693
8614.668	-11.6213
8614.669	-11.5094
8614.670	-11.2955
8614.671	-11.177
8614.672	-11.1672
8614.673	-11.2034
8614.674	-11.029
8614.675	-11.0882
8614.676	-11.0981
8614.677	-11.3712
8614.678	-11.4732
8614.679	-11.7858
8614.680	-12.0293
8614.681	-12.1083
8614.682	-11.9207
8614.683	-11.8319
8614.684	-11.799
8614.685	-11.9931
8614.686	-11.9339
8614.687	-12.1478
8614.688	-12.1807
8614.689	-12.151
8614.690	-11.8681
8614.691	-11.9964
8614.692	-12.1774
8614.693	-12.2136
8614.694	-12.1346
8614.695	-12.2662
8614.696	-12.411
8614.697	-12.4538
8614.698	-12.4505
8614.699	-12.1412
8614.700	-11.9799
8614.701	-11.8187
8614.702	-11.4205
8614.703	-11.3119
8614.704	-11.3317
8614.705	-11.4436
8614.706	-11.4962
8614.707	-11.3054
8614.708	-11.5061
8614.709	-11.8253
8614.710	-11.7891
8614.711	-11.9141
8614.712	-11.9997
8614.713	-11.9997
8614.714	-11.7726
8614.715	-11.7726
8614.716	-11.5719
8614.717	-11.5554
8614.718	-11.5291
8614.719	-11.279
8614.720	-11.1968
8614.721	-11.2461
8614.722	-11.3119
8614.723	-11.1408
8614.724	-11.0158
8614.725	-11.1836
8614.726	-11.2034
8614.727	-11.177
8614.728	-11.2396
8614.729	-11.3317
8614.730	-11.4436
8614.731	-11.5127
8614.732	-11.4962
8614.733	-11.3284
8614.734	-11.2823
8614.735	-11.2626
8614.736	-11.1902
8614.737	-11.0257
8614.738	-11.1902
8614.739	-11.2034
8614.740	-11.0553
8614.741	-11.358
8614.742	-11.3087
8614.743	-11.5291
8614.744	-11.9207
8614.745	-12.2267
8614.746	-12.6084
8614.747	-12.4044
8614.748	-12.5328
8614.749	-12.3485
8614.750	-12.2498
8614.751	-12.1971
8614.752	-12.1971
8614.753	-12.2136
8614.754	-12.2531
8614.755	-12.2629
8614.756	-12.1839
8614.757	-12.1214
8614.758	-12.2662
8614.759	-12.128
8614.760	-12.2267
8614.761	-12.5624
8614.762	-12.6315
8614.763	-12.4834
8614.764	-12.5953
8614.765	-12.5492
8614.766	-12.3945
8614.767	-12.2991
8614.768	-12.2761
8614.769	-11.9207
8614.770	-11.7068
8614.771	-11.5949
8614.772	-11.5982
8614.773	-11.5686
8614.774	-11.4337
8614.775	-11.7167
8614.776	-11.8549
8614.777	-12.1181
8614.778	-12.23
8614.779	-12.3057
8614.780	-12.4209
8614.781	-12.4209
8614.782	-12.3945
8614.783	-12.1708
8614.784	-12.2201
8614.785	-12.049
8614.786	-12.0227
8614.787	-12.1083
8614.788	-11.9404
8614.789	-11.8121
8614.790	-11.5522
8614.791	-11.8121
8614.792	-11.9602
8614.793	-12.1478
8614.794	-11.9569
8614.795	-12.2004
8614.796	-12.3189
8614.797	-12.3847
8614.798	-12.6381
8614.799	-12.6249
8614.800	-12.5262
8614.801	-12.6117
8614.802	-12.6578
8614.803	-12.5591
8614.804	-12.7927
8614.805	-12.8223
8614.806	-12.8881
8614.807	-12.5624
8614.808	-12.7828
8614.809	-13.023
8614.810	-13.0823
8614.811	-13.1086
8614.812	-13.2501
8614.813	-13.2633
8614.814	-13.4146
8614.815	-13.4048
8614.816	-13.3653
8614.817	-13.306
8614.818	-13.2336
8614.819	-13.0954
8614.820	-13.0099
8614.821	-12.7236
8614.822	-12.7894
8614.823	-12.7763
8614.824	-12.7072
8614.825	-12.6808
8614.826	-12.694
8614.827	-12.6446
8614.828	-12.875
8614.829	-13.0625
8614.830	-13.1711
8614.831	-13.3719
8614.832	-13.0527
8614.833	-12.8421
8614.834	-12.5624
8614.835	-12.4406
8614.836	-12.4439
8614.837	-12.309
8614.838	-12.0787
8614.839	-11.9832
8614.840	-11.6838
8614.841	-11.8483
8614.842	-12.1675
8614.843	-12.6578
8614.844	-12.8454
8614.845	-12.9046
8614.846	-13.0987
8614.847	-12.671
8614.848	-12.592
8614.849	-12.6381
8614.850	-12.5624
8614.851	-12.5097
8614.852	-12.5624
8614.853	-12.5064
8614.854	-12.5393
8614.855	-12.6775
8614.856	-12.6545
8614.857	-12.2201
8614.858	-12.3584
8614.859	-12.5426
8614.860	-12.7039
8614.861	-12.8289
8614.862	-12.8881
8614.863	-12.7631
8614.864	-12.5953
8614.865	-12.8256
8614.866	-12.8717
8614.867	-13.0428
8614.868	-13.0757
8614.869	-13.1777
8614.870	-13.023
8614.871	-12.8289
8614.872	-12.6413
8614.873	-12.4307
8614.874	-12.1807
8614.875	-12.3715
8614.876	-12.6282
8614.877	-12.6545
8614.878	-12.7466
8614.879	-12.8651
8614.880	-12.9276
8614.881	-13.1547
8614.882	-13.1251
8614.883	-12.9375
8614.884	-12.7828
8614.885	-12.7401
8614.886	-12.5459
8614.887	-12.434
8614.888	-12.5426
8614.889	-12.3353
8614.890	-12.2103
8614.891	-12.4176
8614.892	-12.4933
8614.893	-12.6315
8614.894	-12.6512
8614.895	-12.7532
8614.896	-12.8881
8614.897	-12.8322
8614.898	-12.8816
8614.899	-12.7993
8614.900	-12.4604
8614.901	-12.513
8614.902	-12.4702
8614.903	-12.592
8614.904	-12.5031
8614.905	-12.6019
8614.906	-12.5196
8614.907	-12.6249
8614.908	-12.8717
8614.909	-12.9079
8614.910	-13.0329
8614.911	-13.2501
8614.912	-13.7207
8614.913	-13.7898
8614.914	-13.747
8614.915	-13.7733
8614.916	-13.5166
8614.917	-13.2962
8614.918	-12.9309
8614.919	-12.7269
8614.920	-12.6512
8614.921	-12.592
8614.922	-12.6775
8614.923	-12.3945
8614.924	-12.411
8614.925	-12.3551
8614.926	-12.5064
8614.927	-12.4867
8614.928	-12.5788
8614.929	-12.8684
8614.930	-12.8388
8614.931	-13.0757
8614.932	-12.9671
8614.933	-12.8026
8614.934	-12.6874
8614.935	-12.8519
8614.936	-12.7466
8614.937	-12.694
8614.938	-12.9046
8614.939	-12.8947
8614.940	-12.7631
8614.941	-12.9737
8614.942	-13.1678
8614.943	-13.543
8614.944	-13.5594
8614.945	-13.5726
8614.946	-13.6516
8614.947	-13.6548
8614.948	-13.5824
8614.949	-13.566
8614.950	-13.3883
8614.951	-13.2073
8614.952	-13.0428
8614.953	-12.7203
8614.954	-12.6578
8614.955	-12.5657
8614.956	-12.6249
8614.957	-12.4636
8614.958	-12.7466
8614.959	-13.023
8614.960	-13.1942
8614.961	-13.1975
8614.962	-13.3093
8614.963	-13.4245
8614.964	-13.5594
8614.965	-13.8227
8614.966	-13.6285
8614.967	-13.4442
8614.968	-13.3982
8614.969	-13.2797
8614.970	-13.2205
8614.971	-13.0954
8614.972	-13.0066
8614.973	-12.7466
8614.974	-12.7104
8614.975	-12.819
8614.976	-12.8125
8614.977	-12.9869
8614.978	-13.2073
8614.979	-13.4278
8614.980	-13.4113
8614.981	-13.7108
8614.982	-13.9049
8614.983	-13.9082
8614.984	-13.7174
8614.985	-13.7766
8614.986	-13.7766
8614.987	-13.6351
8614.988	-13.4903
8614.989	-13.5693
8614.990	-13.0856
8614.991	-13.3291
8614.992	-13.4179
8614.993	-13.5298
8614.994	-13.543
8614.995	-13.6318
8614.996	-13.8589
8614.997	-13.7898
8614.998	-13.9247
8614.999	-13.747
8615.000	-13.4673
8615.001	-13.5035
8615.002	-13.487
8615.003	-13.4508
8615.004	-13.3455
8615.005	-13.2896
8615.006	-13.2336
8615.007	-13.3093
8615.008	-13.6252
8615.009	-13.6252
8615.010	-13.8983
8615.011	-14.0398
8615.012	-14.359
8615.013	-14.6157
8615.014	-14.6585
8615.015	-14.6387
8615.016	-14.6585
8615.017	-14.4413
8615.018	-14.6091
8615.019	-14.4742
8615.020	-14.461
8615.021	-14.053
8615.022	-14.0991
8615.023	-13.8424
8615.024	-13.6713
8615.025	-13.6055
8615.026	-13.6581
8615.027	-13.6779
8615.028	-14.0267
8615.029	-14.0431
8615.030	-13.9345
